DosageForm,Dosage,Drugname,TotalApprovals
TABLET;ORAL,"EQ 4MG BASE","GALANTAMINE HYDROBROMIDE",12
TABLET;ORAL,"EQ 8MG BASE","GALANTAMINE HYDROBROMIDE",12
INJECTABLE;INJECTION,3MG/ML,ADENOSINE,12
INJECTABLE;INJECTION,"50MG/25ML (2MG/ML)","EPIRUBICIN HYDROCHLORIDE",12
INJECTABLE;INJECTION,6MG/ML,PACLITAXEL,12
INJECTABLE;INJECTION,"EQ 1GM BASE/VIAL","AMPICILLIN SODIUM",12
INJECTABLE;INJECTION,"EQ 1MG BASE/ML","MILRINONE LACTATE",12
INJECTABLE;INJECTION,"EQ 1MG BASE/ML (EQ 1MG BASE/ML)","GRANISETRON HYDROCHLORIDE",12
INJECTABLE;INJECTION,"EQ 2GM BASE/VIAL","AMPICILLIN SODIUM",12
INJECTABLE;INJECTION,"EQ 40MG BASE/ML","TOBRAMYCIN SULFATE",12
INJECTABLE;INJECTION,"EQ 500MG BASE/VIAL","AMPICILLIN SODIUM",12
"INJECTABLE;INTRAMUSCULAR, INTRAVENOUS","EQ 250MG BASE/VIAL",CEFTRIAXONE,12
"INJECTABLE;INTRAMUSCULAR, INTRAVENOUS","EQ 500MG BASE/VIAL",CEFTRIAXONE,12
SOLUTION;ORAL,1MG/ML,RISPERIDONE,12
SUSPENSION;ORAL,"100,000 UNITS/ML",NYSTATIN,12
SYRUP;ORAL,5MG/5ML,"CHILDREN'S CETIRIZINE HYDROCHLORIDE ALLERGY",12
"TABLET, ORALLY DISINTEGRATING;ORAL",10MG,OLANZAPINE,12
"CAPSULE, DELAYED REL PELLETS;ORAL",40MG,OMEPRAZOLE,12
"CAPSULE, EXTENDED RELEASE;ORAL",10MEQ,"POTASSIUM CHLORIDE",12
CAPSULE;ORAL,12.5MG,HYDROCHLOROTHIAZIDE,12
CAPSULE;ORAL,250MG,"MYCOPHENOLATE MOFETIL",12
CAPSULE;ORAL,25MG,"CHLORDIAZEPOXIDE HYDROCHLORIDE",12
CAPSULE;ORAL,25MG,"DIPHENHYDRAMINE HYDROCHLORIDE",12
CAPSULE;ORAL,50MG,"DIPHENHYDRAMINE HYDROCHLORIDE",12
GAS;INHALATION,N/A,"NITROGEN, NF",12
"CAPSULE, DELAYED REL PELLETS;ORAL",10MG,OMEPRAZOLE,11
"CAPSULE, DELAYED REL PELLETS;ORAL",20MG,OMEPRAZOLE,11
CAPSULE;ORAL,10MG,"CHLORDIAZEPOXIDE HYDROCHLORIDE",11
CAPSULE;ORAL,300MG,ETODOLAC,11
INJECTABLE;INJECTION,1%,"LIDOCAINE HYDROCHLORIDE",11
INJECTABLE;INJECTION,2%,"LIDOCAINE HYDROCHLORIDE",11
INJECTABLE;INJECTION,"200MG/100ML (2MG/ML)","EPIRUBICIN HYDROCHLORIDE",11
INJECTABLE;INJECTION,2MG/ML,"DOXORUBICIN HYDROCHLORIDE",11
INJECTABLE;INJECTION,"EQ 0.1MG BASE/ML (EQ 0.1MG BASE/ML)","GRANISETRON HYDROCHLORIDE",11
INJECTABLE;INJECTION,"EQ 10GM BASE/VIAL","VANCOMYCIN HYDROCHLORIDE",11
INJECTABLE;INJECTION,"EQ 500MG BASE/VIAL","CEFAZOLIN SODIUM",11
INJECTABLE;INJECTION,"EQ 5MG BASE/ML",HALOPERIDOL,11
"INJECTABLE;IV (INFUSION)","500MG/5ML (100MG/ML)",LEVETIRACETAM,11
"INJECTABLE;IV (INFUSION)","600MG/60ML (10MG/ML)",CARBOPLATIN,11
TABLET;ORAL,0.75MG,"PRAMIPEXOLE DIHYDROCHLORIDE",11
TABLET;ORAL,10MG,FAMOTIDINE,11
TABLET;ORAL,10MG,"METHYLPHENIDATE HYDROCHLORIDE",11
TABLET;ORAL,12.5MG,"MECLIZINE HYDROCHLORIDE",11
TABLET;ORAL,1MG,ESZOPICLONE,11
TABLET;ORAL,1MG,GLYCOPYRROLATE,11
TABLET;ORAL,2.5MG,ZOLMITRIPTAN,11
TABLET;ORAL,200MG,VORICONAZOLE,11
TABLET;ORAL,20MG,"METHYLPHENIDATE HYDROCHLORIDE",11
TABLET;ORAL,2MG,ESZOPICLONE,11
TABLET;ORAL,325MG;10MG,"HYDROCODONE BITARTRATE AND ACETAMINOPHEN",11
TABLET;ORAL,325MG;10MG,"OXYCODONE AND ACETAMINOPHEN",11
TABLET;ORAL,325MG;7.5MG,"OXYCODONE AND ACETAMINOPHEN",11
TABLET;ORAL,3MG,ESZOPICLONE,11
TABLET;ORAL,500MG,ETODOLAC,11
TABLET;ORAL,500MG,NABUMETONE,11
TABLET;ORAL,50MG,CILOSTAZOL,11
TABLET;ORAL,50MG,"MEPERIDINE HYDROCHLORIDE",11
TABLET;ORAL,50MG,VORICONAZOLE,11
TABLET;ORAL,5MG,"BENAZEPRIL HYDROCHLORIDE",11
TABLET;ORAL,5MG,"DEXTROAMPHETAMINE SULFATE",11
TABLET;ORAL,5MG,"METHYLPHENIDATE HYDROCHLORIDE",11
TABLET;ORAL,5MG,ZOLMITRIPTAN,11
TABLET;ORAL,650MG;10MG,"HYDROCODONE BITARTRATE AND ACETAMINOPHEN",11
TABLET;ORAL,650MG;7.5MG,"HYDROCODONE BITARTRATE AND ACETAMINOPHEN",11
TABLET;ORAL,75MG,"AMITRIPTYLINE HYDROCHLORIDE",11
TABLET;ORAL,80MG,FUROSEMIDE,11
TABLET;ORAL,"EQ 0.25MG BASE","ROPINIROLE HYDROCHLORIDE",11
TABLET;ORAL,"EQ 0.5MG BASE","ROPINIROLE HYDROCHLORIDE",11
TABLET;ORAL,"EQ 1MG BASE","GRANISETRON HYDROCHLORIDE",11
TABLET;ORAL,"EQ 1MG BASE","ROPINIROLE HYDROCHLORIDE",11
TABLET;ORAL,"EQ 2MG BASE","ROPINIROLE HYDROCHLORIDE",11
TABLET;ORAL,"EQ 3MG BASE","ROPINIROLE HYDROCHLORIDE",11
TABLET;ORAL,"EQ 4MG BASE","ROPINIROLE HYDROCHLORIDE",11
TABLET;ORAL,"EQ 5MG BASE","ROPINIROLE HYDROCHLORIDE",11
SOLUTION;INHALATION,0.02%,"IPRATROPIUM BROMIDE",11
SOLUTION;INHALATION,"EQ 0.083% BASE","ALBUTEROL SULFATE",11
SOLUTION;TOPICAL,8%,CICLOPIROX,11
SOLUTION/DROPS;OPHTHALMIC,"EQ 0.5% BASE","TIMOLOL MALEATE",11
SYRUP;ORAL,5MG/5ML,"CHILDREN'S CETIRIZINE HYDROCHLORIDE HIVES RELIEF",11
"TABLET, CHEWABLE;ORAL",25MG,LAMOTRIGINE,11
"TABLET, CHEWABLE;ORAL",5MG,LAMOTRIGINE,11
"TABLET, EXTENDED RELEASE;ORAL",100MG,"MORPHINE SULFATE",11
"TABLET, EXTENDED RELEASE;ORAL",10MG,FELODIPINE,11
"TABLET, EXTENDED RELEASE;ORAL",15MG,"MORPHINE SULFATE",11
"TABLET, EXTENDED RELEASE;ORAL",2.5MG,FELODIPINE,11
"TABLET, EXTENDED RELEASE;ORAL",5MG,FELODIPINE,11
SOLUTION;ORAL,"EQ 20MG BASE/5ML","FLUOXETINE HYDROCHLORIDE",10
SOLUTION;ORAL,"EQ 300MG BASE/5ML","CIMETIDINE HYDROCHLORIDE",10
SOLUTION;TOPICAL,"EQ 1% BASE","CLINDAMYCIN PHOSPHATE",10
SOLUTION/DROPS;OPHTHALMIC,"EQ 2% BASE;EQ 0.5% BASE","DORZOLAMIDE HYDROCHLORIDE AND TIMOLOL MALEATE",10
SYRUP;ORAL,15MG/5ML,PREDNISOLONE,10
"TABLET, DELAYED RELEASE;ORAL",50MG,"DICLOFENAC SODIUM",10
"TABLET, DELAYED RELEASE;ORAL",75MG,"DICLOFENAC SODIUM",10
"TABLET, EXTENDED RELEASE;ORAL",200MG,"MORPHINE SULFATE",10
"TABLET, EXTENDED RELEASE;ORAL",30MG,"MORPHINE SULFATE",10
"TABLET, EXTENDED RELEASE;ORAL",30MG,NIFEDIPINE,10
"TABLET, EXTENDED RELEASE;ORAL",60MG,"ISOSORBIDE MONONITRATE",10
"TABLET, EXTENDED RELEASE;ORAL",60MG,"MORPHINE SULFATE",10
"TABLET, ORALLY DISINTEGRATING;ORAL",0.5MG,RISPERIDONE,10
"TABLET, ORALLY DISINTEGRATING;ORAL",2MG,RISPERIDONE,10
"TABLET, ORALLY DISINTEGRATING;ORAL",4MG,ONDANSETRON,10
"TABLET, ORALLY DISINTEGRATING;ORAL",8MG,ONDANSETRON,10
TABLET;ORAL,1.25MG;1.25MG;1.25MG;1.25MG,"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE",10
TABLET;ORAL,100MG,"MEPERIDINE HYDROCHLORIDE",10
TABLET;ORAL,100MG,"TRAZODONE HYDROCHLORIDE",10
TABLET;ORAL,10MG,"CETIRIZINE HYDROCHLORIDE HIVES",10
TABLET;ORAL,10MG,"DEXTROAMPHETAMINE SULFATE",10
TABLET;ORAL,10MG,"IMIPRAMINE HYDROCHLORIDE",10
TABLET;ORAL,10MG,LOVASTATIN,10
TABLET;ORAL,10MG,PINDOLOL,10
TABLET;ORAL,10MG,"PROPRANOLOL HYDROCHLORIDE",10
TABLET;ORAL,120MG,"VERAPAMIL HYDROCHLORIDE",10
TABLET;ORAL,1MG,"BENZTROPINE MESYLATE",10
TABLET;ORAL,1MG,TRANDOLAPRIL,10
TABLET;ORAL,2.5MG;2.5MG;2.5MG;2.5MG,"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE",10
TABLET;ORAL,200MG,"AMIODARONE HYDROCHLORIDE",10
TABLET;ORAL,200MG,NEVIRAPINE,10
TABLET;ORAL,20MG,LOVASTATIN,10
TABLET;ORAL,20MG,"PROPRANOLOL HYDROCHLORIDE",10
TABLET;ORAL,23MG,"DONEPEZIL HYDROCHLORIDE",10
TABLET;ORAL,250MG,CLARITHROMYCIN,10
TABLET;ORAL,2MG,"BENZTROPINE MESYLATE",10
TABLET;ORAL,2MG,DIAZEPAM,10
TABLET;ORAL,2MG,TRANDOLAPRIL,10
TABLET;ORAL,325MG;7.5MG,"HYDROCODONE BITARTRATE AND ACETAMINOPHEN",10
TABLET;ORAL,40MG,LOVASTATIN,10
TABLET;ORAL,40MG,"PROPRANOLOL HYDROCHLORIDE",10
TABLET;ORAL,4MG,TRANDOLAPRIL,10
TABLET;ORAL,500MG,CLARITHROMYCIN,10
TABLET;ORAL,500MG,TOLBUTAMIDE,10
TABLET;ORAL,500MG;7.5MG,"HYDROCODONE BITARTRATE AND ACETAMINOPHEN",10
TABLET;ORAL,50MG,"BETHANECHOL CHLORIDE",10
TABLET;ORAL,50MG,"TRAZODONE HYDROCHLORIDE",10
TABLET;ORAL,5MG,"CETIRIZINE HYDROCHLORIDE HIVES",10
TABLET;ORAL,5MG,DIAZEPAM,10
TABLET;ORAL,5MG,FINASTERIDE,10
TABLET;ORAL,5MG,PINDOLOL,10
TABLET;ORAL,5MG;5MG;5MG;5MG,"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE",10
TABLET;ORAL,7.5MG;7.5MG;7.5MG;7.5MG,"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE",10
TABLET;ORAL,80MG,"VERAPAMIL HYDROCHLORIDE",10
TABLET;ORAL,"EQ 10MG BASE","ALENDRONATE SODIUM",10
TABLET;ORAL,"EQ 10MG BASE","TAMOXIFEN CITRATE",10
"CAPSULE, EXTENDED RELEASE;ORAL",180MG,"DILTIAZEM HYDROCHLORIDE",10
"CAPSULE, EXTENDED RELEASE;ORAL",240MG,"DILTIAZEM HYDROCHLORIDE",10
"CAPSULE, EXTENDED RELEASE;ORAL",75MG,INDOMETHACIN,10
"CAPSULE, EXTENDED RELEASE;ORAL","EQ 150MG BASE","VENLAFAXINE HYDROCHLORIDE",10
"CAPSULE, EXTENDED RELEASE;ORAL","EQ 37.5MG BASE","VENLAFAXINE HYDROCHLORIDE",10
"CAPSULE, EXTENDED RELEASE;ORAL","EQ 75MG BASE","VENLAFAXINE HYDROCHLORIDE",10
CAPSULE;ORAL,0.4MG,"TAMSULOSIN HYDROCHLORIDE",10
CAPSULE;ORAL,10MG,ZALEPLON,10
CAPSULE;ORAL,200MG,BENZONATATE,10
CAPSULE;ORAL,200MG,ETODOLAC,10
CAPSULE;ORAL,250MG,"TETRACYCLINE HYDROCHLORIDE",10
CAPSULE;ORAL,35MG,"PHENDIMETRAZINE TARTRATE",10
CAPSULE;ORAL,5MG,"CHLORDIAZEPOXIDE HYDROCHLORIDE",10
CAPSULE;ORAL,5MG,ZALEPLON,10
CAPSULE;ORAL,"EQ 100MG BASE","DOXYCYCLINE HYCLATE",10
"FOR SUSPENSION;ORAL","EQ 125MG BASE/5ML",CEPHALEXIN,10
"FOR SUSPENSION;ORAL","EQ 250MG BASE/5ML",CEPHALEXIN,10
INJECTABLE;INJECTION,100MG/ML,"TRANEXAMIC ACID",10
INJECTABLE;INJECTION,10MG/ML,"ATRACURIUM BESYLATE",10
INJECTABLE;INJECTION,10MG/ML,"ATRACURIUM BESYLATE PRESERVATIVE FREE",10
INJECTABLE;INJECTION,10MG/ML,FAMOTIDINE,10
INJECTABLE;INJECTION,4MG/ML,LORAZEPAM,10
INJECTABLE;INJECTION,5MG/ML,"DILTIAZEM HYDROCHLORIDE",10
INJECTABLE;INJECTION,"EQ 10GM BASE/VIAL","AMPICILLIN SODIUM",10
INJECTABLE;INJECTION,"EQ 10GM BASE/VIAL",CEFTRIAXONE,10
INJECTABLE;INJECTION,"EQ 10MG BASE/ML","VINORELBINE TARTRATE",10
INJECTABLE;INJECTION,"EQ 12.5MG BASE/ML","DOBUTAMINE HYDROCHLORIDE",10
INJECTABLE;INJECTION,"EQ 250MG BASE/ML","AMIKACIN SULFATE",10
INJECTABLE;INJECTION,"EQ 250MG BASE/VIAL","AMPICILLIN SODIUM",10
INJECTABLE;INJECTION,"EQ 4MG BASE/VIAL","TOPOTECAN HYDROCHLORIDE",10
INJECTABLE;INJECTION,"EQ 5GM BASE/VIAL","VANCOMYCIN HYDROCHLORIDE",10
TABLET;ORAL,"EQ 200MG BASE","NAPROXEN SODIUM",10
TABLET;ORAL,"EQ 24MG BASE","ONDANSETRON HYDROCHLORIDE",10
TABLET;ORAL,"EQ 250MG BASE","CEFUROXIME AXETIL",10
TABLET;ORAL,"EQ 2MG BASE","ALBUTEROL SULFATE",10
TABLET;ORAL,"EQ 4MG BASE","ALBUTEROL SULFATE",10
TABLET;ORAL,"EQ 500MG BASE","CEFUROXIME AXETIL",10
TABLET;ORAL,"EQ 2.5MG BASE",NARATRIPTAN,9
TABLET;ORAL,"EQ 20MG BASE","TAMOXIFEN CITRATE",9
TABLET;ORAL,"EQ 5MG BASE","ALENDRONATE SODIUM",9
TABLET;ORAL,"EQ 5MG BASE;160MG","AMLODIPINE BESYLATE AND VALSARTAN",9
TABLET;ORAL,"EQ 5MG BASE;320MG","AMLODIPINE BESYLATE AND VALSARTAN",9
TABLET;ORAL,"EQ 600MG BASE","FENOPROFEN CALCIUM",9
"CAPSULE, DELAYED REL PELLETS;ORAL",30MG,LANSOPRAZOLE,9
"CAPSULE, EXTENDED RELEASE;ORAL",8MEQ,"POTASSIUM CHLORIDE",9
CAPSULE;ORAL,100MG,BENZONATATE,9
CAPSULE;ORAL,100MG,CELECOXIB,9
CAPSULE;ORAL,150MG,NIZATIDINE,9
CAPSULE;ORAL,15MG,"PHENTERMINE HYDROCHLORIDE",9
CAPSULE;ORAL,200MG,CELECOXIB,9
CAPSULE;ORAL,250MG,AMOXICILLIN,9
CAPSULE;ORAL,300MG,NIZATIDINE,9
CAPSULE;ORAL,500MG,AMOXICILLIN,9
CAPSULE;ORAL,500MG,"TETRACYCLINE HYDROCHLORIDE",9
CAPSULE;ORAL,50MG,CELECOXIB,9
CAPSULE;ORAL,"EQ 250MG BASE",CEFACLOR,9
CAPSULE;ORAL,"EQ 500MG BASE",CEFACLOR,9
CAPSULE;ORAL,"EQ 500MG BASE",CEFADROXIL,9
CAPSULE;ORAL,"EQ 50MG BASE","DOXYCYCLINE HYCLATE",9
INJECTABLE;INJECTION,0.4MG/ML,"NALOXONE HYDROCHLORIDE",9
INJECTABLE;INJECTION,"0.5MG/5ML (0.1MG/ML)",FLUMAZENIL,9
OIL;TOPICAL,0.01%,"FLUOCINOLONE ACETONIDE",9
SOLUTION;INHALATION,10MG/ML,"CROMOLYN SODIUM",9
SOLUTION;ORAL,10GM/15ML,LACTULOSE,9
SOLUTION;ORAL,"EQ 5MG BASE/5ML","METOCLOPRAMIDE HYDROCHLORIDE",9
SOLUTION;TOPICAL,2%,"MINOXIDIL (FOR MEN)",9
SOLUTION/DROPS;OPHTHALMIC,0.3%,OFLOXACIN,9
SOLUTION/DROPS;OPHTHALMIC,"EQ 0.25% BASE","TIMOLOL MALEATE",9
SOLUTION/DROPS;OPHTHALMIC,"EQ 2% BASE","DORZOLAMIDE HYDROCHLORIDE",9
SYRUP;ORAL,50MG/5ML,"AMANTADINE HYDROCHLORIDE",9
"TABLET, EXTENDED RELEASE;ORAL",10MG,"ALFUZOSIN HYDROCHLORIDE",9
"TABLET, EXTENDED RELEASE;ORAL",400MG,PENTOXIFYLLINE,9
"TABLET, EXTENDED RELEASE;ORAL",60MG,NIFEDIPINE,9
"TABLET, EXTENDED RELEASE;ORAL",90MG,NIFEDIPINE,9
"TABLET, EXTENDED RELEASE;ORAL","EQ 500MG VALPROIC ACID","DIVALPROEX SODIUM",9
"TABLET, ORALLY DISINTEGRATING;ORAL",1MG,RISPERIDONE,9
TABLET;ORAL,0.5MG,"BENZTROPINE MESYLATE",9
TABLET;ORAL,100MG,"NEFAZODONE HYDROCHLORIDE",9
TABLET;ORAL,100MG,"THIORIDAZINE HYDROCHLORIDE",9
TABLET;ORAL,10MG,ARIPIPRAZOLE,9
TABLET;ORAL,10MG,DIAZEPAM,9
TABLET;ORAL,10MG,"FOSINOPRIL SODIUM",9
TABLET;ORAL,10MG,"OXYCODONE HYDROCHLORIDE",9
TABLET;ORAL,10MG,PREDNISONE,9
TABLET;ORAL,10MG,"ROSUVASTATIN CALCIUM",9
TABLET;ORAL,10MG,"THIORIDAZINE HYDROCHLORIDE",9
TABLET;ORAL,10MG,TORSEMIDE,9
TABLET;ORAL,10MG,"WARFARIN SODIUM",9
TABLET;ORAL,10MG;12.5MG,"FOSINOPRIL SODIUM AND HYDROCHLOROTHIAZIDE",9
TABLET;ORAL,10MG;6.25MG,"BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE",9
TABLET;ORAL,150MG,"AMITRIPTYLINE HYDROCHLORIDE",9
TABLET;ORAL,150MG,"NEFAZODONE HYDROCHLORIDE",9
TABLET;ORAL,15MG,ARIPIPRAZOLE,9
TABLET;ORAL,1MG,FINASTERIDE,9
TABLET;ORAL,1MG,"WARFARIN SODIUM",9
TABLET;ORAL,2.5MG,"WARFARIN SODIUM",9
TABLET;ORAL,2.5MG;6.25MG,"BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE",9
TABLET;ORAL,200MG,"NEFAZODONE HYDROCHLORIDE",9
TABLET;ORAL,20MG,ARIPIPRAZOLE,9
TABLET;ORAL,20MG,"FOSINOPRIL SODIUM",9
TABLET;ORAL,20MG,HYDROCORTISONE,9
TABLET;ORAL,20MG,"ROSUVASTATIN CALCIUM",9
TABLET;ORAL,20MG,TORSEMIDE,9
TABLET;ORAL,20MG;12.5MG,"FOSINOPRIL SODIUM AND HYDROCHLOROTHIAZIDE",9
TABLET;ORAL,240MG,"SOTALOL HYDROCHLORIDE",9
TABLET;ORAL,250MG,"NEFAZODONE HYDROCHLORIDE",9
TABLET;ORAL,250MG,"TICLOPIDINE HYDROCHLORIDE",9
TABLET;ORAL,2MG,ARIPIPRAZOLE,9
TABLET;ORAL,2MG,"WARFARIN SODIUM",9
TABLET;ORAL,300MG,ISONIAZID,9
TABLET;ORAL,30MG,ARIPIPRAZOLE,9
TABLET;ORAL,30MG,"BUSPIRONE HYDROCHLORIDE",9
TABLET;ORAL,325MG;37.5MG,"TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN",9
TABLET;ORAL,325MG;50MG;40MG,"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",9
TABLET;ORAL,3MG,"WARFARIN SODIUM",9
TABLET;ORAL,40MG,"FOSINOPRIL SODIUM",9
TABLET;ORAL,40MG,"ROSUVASTATIN CALCIUM",9
TABLET;ORAL,4MG,"CYPROHEPTADINE HYDROCHLORIDE",9
TABLET;ORAL,4MG,"WARFARIN SODIUM",9
TABLET;ORAL,500MG,CHLORZOXAZONE,9
TABLET;ORAL,500MG;10MG,"HYDROCODONE BITARTRATE AND ACETAMINOPHEN",9
TABLET;ORAL,50MG,"BENZPHETAMINE HYDROCHLORIDE",9
TABLET;ORAL,50MG,DIPYRIDAMOLE,9
TABLET;ORAL,50MG,"IMIPRAMINE HYDROCHLORIDE",9
TABLET;ORAL,5MG,ARIPIPRAZOLE,9
TABLET;ORAL,5MG,"ROSUVASTATIN CALCIUM",9
TABLET;ORAL,5MG,"SELEGILINE HYDROCHLORIDE",9
TABLET;ORAL,5MG,TORSEMIDE,9
TABLET;ORAL,5MG,"WARFARIN SODIUM",9
TABLET;ORAL,5MG;6.25MG,"BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE",9
TABLET;ORAL,600MG,LINEZOLID,9
TABLET;ORAL,6MG,"WARFARIN SODIUM",9
TABLET;ORAL,7.5MG,"WARFARIN SODIUM",9
TABLET;ORAL,800MG;160MG,"SULFAMETHOXAZOLE AND TRIMETHOPRIM",9
TABLET;ORAL,80MG,"PROPRANOLOL HYDROCHLORIDE",9
TABLET;ORAL,"EQ 10MG BASE;160MG","AMLODIPINE BESYLATE AND VALSARTAN",9
TABLET;ORAL,"EQ 10MG BASE;320MG","AMLODIPINE BESYLATE AND VALSARTAN",9
INJECTABLE;INJECTION,"1MG/10ML (0.1MG/ML)",FLUMAZENIL,9
INJECTABLE;INJECTION,20MG/ML,ETOPOSIDE,9
INJECTABLE;INJECTION,25MG/ML,"PROMETHAZINE HYDROCHLORIDE",9
INJECTABLE;INJECTION,5MG/ML,"LABETALOL HYDROCHLORIDE",9
INJECTABLE;INJECTION,900MG/100ML,"SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",9
INJECTABLE;INJECTION,"EQ 10GM BASE/VIAL","CEFAZOLIN SODIUM",9
INJECTABLE;INJECTION,"EQ 10GM BASE/VIAL;EQ 5GM BASE/VIAL","AMPICILLIN AND SULBACTAM",9
INJECTABLE;INJECTION,"EQ 300MG BASE/2ML","CIMETIDINE HYDROCHLORIDE",9
INJECTABLE;INJECTION,"EQ 500MG BASE/VIAL",AZITHROMYCIN,9
INJECTABLE;INJECTION,"EQ 5MG BASE/ML","METOCLOPRAMIDE HYDROCHLORIDE",9
"INJECTABLE;IV (INFUSION)","100MG/20ML (5MG/ML)",OXALIPLATIN,9
"INJECTABLE;IV (INFUSION)","50MG/10ML (5MG/ML)",OXALIPLATIN,9
INJECTABLE;INJECTION,10MG/VIAL,"VECURONIUM BROMIDE",8
INJECTABLE;INJECTION,150MG/VIAL,CARBOPLATIN,8
INJECTABLE;INJECTION,1GM/VIAL,MEROPENEM,8
INJECTABLE;INJECTION,"200MG/100ML (2MG/ML)","FLUCONAZOLE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",8
INJECTABLE;INJECTION,20MG/VIAL,"VECURONIUM BROMIDE",8
INJECTABLE;INJECTION,25MG/ML,AMINOPHYLLINE,8
INJECTABLE;INJECTION,"30MG/10ML (3MG/ML)","PAMIDRONATE DISODIUM",8
INJECTABLE;INJECTION,"400MG/200ML (2MG/ML)","FLUCONAZOLE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",8
INJECTABLE;INJECTION,450MG/VIAL,CARBOPLATIN,8
INJECTABLE;INJECTION,500MG/VIAL,MEROPENEM,8
INJECTABLE;INJECTION,50MG/ML,"PROMETHAZINE HYDROCHLORIDE",8
INJECTABLE;INJECTION,50MG/VIAL,CARBOPLATIN,8
INJECTABLE;INJECTION,"90MG/10ML (9MG/ML)","PAMIDRONATE DISODIUM",8
INJECTABLE;INJECTION,9MG/ML,"SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",8
INJECTABLE;INJECTION,"EQ 1GM BASE/VIAL","NAFCILLIN SODIUM",8
INJECTABLE;INJECTION,"EQ 2GM BASE/VIAL","NAFCILLIN SODIUM",8
INJECTABLE;INJECTION,"EQ 4MG PHOSPHATE/ML","DEXAMETHASONE SODIUM PHOSPHATE",8
INJECTABLE;INJECTION,"EQ 500MG BASE/VIAL","ACYCLOVIR SODIUM",8
"INJECTABLE;IV (INFUSION)",100MG/VIAL,OXALIPLATIN,8
"INJECTABLE;IV (INFUSION)",50MG/VIAL,OXALIPLATIN,8
LIQUID;N/A,100%,"STERILE WATER FOR INJECTION IN PLASTIC CONTAINER",8
SOLUTION;ORAL,120MG/5ML;12MG/5ML,"ACETAMINOPHEN AND CODEINE PHOSPHATE",8
SOLUTION;TOPICAL,1.5%,"DICLOFENAC SODIUM",8
SOLUTION/DROPS;OPHTHALMIC,0.005%,LATANOPROST,8
SYRUP;ORAL,1MG/ML,LORATADINE,8
SYRUP;ORAL,250MG/5ML,"VALPROIC ACID",8
"TABLET, DELAYED RELEASE;ORAL",20MG,"RABEPRAZOLE SODIUM",8
"TABLET, EXTENDED RELEASE;ORAL",100MG,"TRAMADOL HYDROCHLORIDE",8
"TABLET, EXTENDED RELEASE;ORAL",200MG,"TRAMADOL HYDROCHLORIDE",8
"TABLET, EXTENDED RELEASE;ORAL",300MG,"LITHIUM CARBONATE",8
"TABLET, EXTENDED RELEASE;ORAL",300MG,"TRAMADOL HYDROCHLORIDE",8
"TABLET, EXTENDED RELEASE;ORAL",30MG,"ISOSORBIDE MONONITRATE",8
"TABLET, EXTENDED RELEASE;ORAL","EQ 135MG BASE","MINOCYCLINE HYDROCHLORIDE",8
"TABLET, EXTENDED RELEASE;ORAL","EQ 250MG VALPROIC ACID","DIVALPROEX SODIUM",8
"TABLET, EXTENDED RELEASE;ORAL","EQ 45MG BASE","MINOCYCLINE HYDROCHLORIDE",8
TABLET;ORAL,"EQ 1MG BASE",NARATRIPTAN,8
TABLET;ORAL,"EQ 20MG BASE","ATORVASTATIN CALCIUM",8
TABLET;ORAL,"EQ 300MG BASE","CLOPIDOGREL BISULFATE",8
TABLET;ORAL,"EQ 40MG BASE","ATORVASTATIN CALCIUM",8
TABLET;ORAL,"EQ 80MG BASE","ATORVASTATIN CALCIUM",8
CAPSULE;ORAL,100MG,NITROFURANTOIN,8
CAPSULE;ORAL,15MG,TEMAZEPAM,8
CAPSULE;ORAL,25MG,"CLOMIPRAMINE HYDROCHLORIDE",8
CAPSULE;ORAL,300MG,"LITHIUM CARBONATE",8
CAPSULE;ORAL,30MG,TEMAZEPAM,8
CAPSULE;ORAL,400MG,CELECOXIB,8
CAPSULE;ORAL,500MG;5MG,"OXYCODONE AND ACETAMINOPHEN",8
CAPSULE;ORAL,50MG,"CLOMIPRAMINE HYDROCHLORIDE",8
CAPSULE;ORAL,75MG,"CLOMIPRAMINE HYDROCHLORIDE",8
CAPSULE;ORAL,"EQ 0.5MG BASE","ANAGRELIDE HYDROCHLORIDE",8
CAPSULE;ORAL,"EQ 1.5MG BASE","RIVASTIGMINE TARTRATE",8
CAPSULE;ORAL,"EQ 10MG BASE","TERAZOSIN HYDROCHLORIDE",8
