DosageForm,Dosage,ProductCount
CREAM;TOPICAL,"100,000 UNITS/GM",10
CREAM;TOPICAL,"100,000 UNITS/GM;0.1%",10
"TABLET; ORAL",2MG,10
"CAPSULE; ORAL",40MG,10
INJECTABLE;INJECTION,"EQ 0.2MG BASE/ML",10
INJECTABLE;INJECTION,12.5GM/50ML,10
SYRUP;ORAL,12.5MG/5ML,10
SOLUTION;INHALATION,0.25%,10
TABLET;ORAL,"25MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",10
INJECTABLE;INJECTION,30MG/VIAL,10
INJECTABLE;INJECTION,4%,10
TABLET;ORAL,0.5MG;500MG,10
OINTMENT;TOPICAL,0.25%,10
CAPSULE;ORAL,1MG,10
TABLET;ORAL,10MG;4MG,10
TABLET;ORAL,25MG;2MG,10
TABLET;ORAL,25MG;4MG,10
TABLET;ORAL,10MG;2MG,10
SUPPOSITORY;RECTAL,120MG,10
TABLET;ORAL-28,0.05MG;1MG,10
INJECTABLE;INJECTION,"10% (10GM/100ML)",10
LIQUID;INHALATION,99.9%,10
INJECTABLE;INJECTION,"10 UNITS/ML",10
CREAM;TOPICAL,"EQ 0.05% BASE",10
INJECTABLE;INJECTION,"EQ 300MG BASE/2ML",10
SOLUTION;ORAL,"EQ 10MG BASE/5ML",10
SOLUTION;INHALATION,10MG/ML,10
INJECTABLE;INJECTION,"EQ 1GM BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",10
INJECTABLE;INJECTION,51%,10
SOLUTION;DENTAL,0.12%,10
"FILM, EXTENDED RELEASE;TRANSDERMAL",0.05MG/24HR,10
GEL;TOPICAL,1%,10
INJECTABLE;INJECTION,150MG/VIAL,10
INJECTABLE;INJECTION,"50MG/5ML (10MG/ML)",10
TABLET;ORAL,10MG;6.25MG,10
TABLET;ORAL,2.5MG;6.25MG,10
SOLUTION/DROPS;OPHTHALMIC,"EQ 2% BASE",10
TABLET;ORAL,"EQ 80MG BASE",10
SOLUTION/DROPS;OPHTHALMIC,0.05%,10
CAPSULE;ORAL,"EQ 1.5MG BASE",10
CAPSULE;ORAL,"EQ 4.5MG BASE",10
SOLUTION;INHALATION,"EQ 0.021% BASE",10
SOLUTION;INHALATION,"EQ 0.042% BASE",10
CAPSULE;ORAL,140MG,10
TABLET;ORAL,325MG;37.5MG,10
CAPSULE;ORAL,"EQ 169MG CALCIUM",10
"TABLET, EXTENDED RELEASE;ORAL","EQ 500MG VALPROIC ACID",10
"CAPSULE, DELAYED REL PELLETS;ORAL",250MG,10
"INJECTABLE;IV (INFUSION)","50MG/10ML (5MG/ML)",10
"INJECTABLE;IV (INFUSION)","100MG/20ML (5MG/ML)",10
TABLET;ORAL,"EQ 5MG BASE;160MG",10
TABLET;ORAL,"EQ 10MG BASE;160MG",10
TABLET;ORAL,"EQ 5MG BASE;320MG",10
TABLET;ORAL,"EQ 10MG BASE;320MG",10
"TABLET, EXTENDED RELEASE;ORAL",25MG,10
"TABLET;BUCCAL, SUBLINGUAL",10MG,9
TABLET;ORAL,0.625MG,9
OINTMENT;TOPICAL,0.2%,9
SOLUTION;INHALATION,1%,9
INJECTABLE;INJECTION,0.01MG/ML;1%,9
INJECTABLE;INJECTION,0.02MG/ML;2%,9
ELIXIR;ORAL,2MG/5ML,9
TABLET;ORAL,"200MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",9
TABLET;ORAL,"EQ 0.05MG BASE",9
INJECTABLE;INJECTION,"EQ 20MG BASE/VIAL",9
TABLET;SUBLINGUAL,5MG,9
TABLET;ORAL,10MG;25MG,9
CONCENTRATE;ORAL,"EQ 2MG BASE/ML",9
"TABLET; ORAL",40MG,9
INJECTABLE;INJECTION,"8.5% (8.5GM/100ML)",9
INJECTABLE;INJECTION,0.75%,9
"TABLET, EXTENDED RELEASE;ORAL",8MEQ,9
CREAM;TOPICAL,2%,9
TABLET;ORAL,10MG;100MG,9
INJECTABLE;INJECTION,80MG/ML;16MG/ML,9
INJECTABLE;INJECTION,"200 UNITS/100ML",9
TABLET;ORAL,100MG;25MG,9
INJECTABLE;INJECTION,0.001MG/ML,9
CAPSULE;ORAL,"EQ 60MG BASE",9
TABLET;ORAL,5MG;12.5MG,9
INJECTABLE;INJECTION,450MG/VIAL,9
TABLET;ORAL-28,0.15MG;0.03MG,9
"SPRAY, METERED;NASAL",0.05MG/SPRAY,9
INJECTABLE;INJECTION,"20MG/2ML (10MG/ML)",9
INJECTABLE;INJECTION,"EQ 100MG BASE/100ML",9
"FILM, EXTENDED RELEASE;TRANSDERMAL",0.075MG/24HR,9
"FILM, EXTENDED RELEASE;TRANSDERMAL",0.025MG/24HR,9
INJECTABLE;INJECTION,"EQ 20MG BASE/100ML (EQ 0.2MG BASE/ML)",9
CAPSULE;ORAL,"EQ 2.5MG BASE;10MG",9
CAPSULE;ORAL,"EQ 5MG BASE;10MG",9
CAPSULE;ORAL,"EQ 5MG BASE;20MG",9
CAPSULE;ORAL,"EQ 10MG BASE;20MG",9
CAPSULE;ORAL,"EQ 10MG BASE;40MG",9
CAPSULE;ORAL,"EQ 5MG BASE;40MG",9
SOLUTION/DROPS;OPHTHALMIC,0.005%,9
SYRUP;ORAL,1MG/ML,9
TABLET;ORAL,12.5MG;160MG,9
TABLET;ORAL,25MG;160MG,9
TABLET;ORAL,12.5MG;320MG,9
TABLET;ORAL,25MG;320MG,9
"CAPSULE; ORAL",300MG,9
CAPSULE;ORAL,180MG,9
INJECTABLE;INJECTION,"EQ 200MCG BASE/2ML (EQ 100MCG BASE/ML)",9
TABLET;ORAL-28,3MG;0.03MG,9
INJECTABLE;INJECTION,"90MG/10ML (9MG/ML)",9
"TABLET, EXTENDED RELEASE;ORAL","EQ 250MG VALPROIC ACID",9
"CAPSULE; ORAL",50MG,9
"TABLET, ORALLY DISINTEGRATING;ORAL",3MG,9
"CAPSULE; ORAL",150MG,9
"TABLET, EXTENDED RELEASE;ORAL",12.5MG,9
"INJECTABLE;IV (INFUSION)","EQ 5MG BASE/100ML",9
CAPSULE;ORAL,20MG;1.1GM,9
"TABLET, EXTENDED RELEASE;ORAL",1.5MG,9
"TABLET, EXTENDED RELEASE;ORAL","EQ 3MG BASE",9
"TABLET, EXTENDED RELEASE;ORAL","EQ 1MG BASE",9
SOLUTION;ORAL,120MG/5ML;12MG/5ML,9
"FOR SUSPENSION;ORAL","EQ 100MG BASE/5ML",9
"TABLET, EXTENDED RELEASE;ORAL","EQ 45MG BASE",9
"TABLET, EXTENDED RELEASE;ORAL","EQ 135MG BASE",9
INJECTABLE;INJECTION,"20,000,000 UNITS/VIAL",9
SUSPENSION/DROPS;OTIC,"1%;EQ 3.5MG BASE/ML;10,000 UNITS/ML",9
INJECTABLE;INJECTION,"EQ 75MG BASE/2ML",9
OINTMENT;TOPICAL,"100,000 UNITS/GM;0.1%",9
INJECTABLE;INJECTION,"0.5MG/5ML (0.1MG/ML)",9
TABLET;ORAL,60MG;2.5MG,9
"CAPSULE, EXTENDED RELEASE;ORAL",125MG,8
SOLUTION/DROPS;OPHTHALMIC,"EQ 0.9% PHOSPHATE",8
TABLET;ORAL,325MG;2.5MG,8
SOLUTION/DROPS;OPHTHALMIC,30%,8
TABLET;ORAL,3.75MG;3.75MG;3.75MG;3.75MG,8
"INJECTABLE;INTRAMUSCULAR, INTRAVENOUS","EQ 750MG BASE/VIAL",8
INJECTABLE;INJECTION,"EQ 7.5GM BASE/VIAL",8
OINTMENT;TOPICAL,2%,8
INJECTABLE;INJECTION,600MG/VIAL,8
TABLET;ORAL,"875MG;EQ 125MG BASE",8
"TABLET, EXTENDED RELEASE;ORAL","EQ 90MG BASE",8
TABLET;ORAL,"400,000 UNITS",8
TABLET;ORAL,"250,000 UNITS",8
SUSPENSION;ORAL,"EQ 400MG BASE/5ML",8
TABLET;ORAL-28,0.03MG;0.15MG,8
TABLET;ORAL-28,"0.15MG,N/A;0.02MG,0.01MG",8
INJECTABLE;INJECTION,"40,000 UNITS/ML",8
INJECTABLE;INJECTION,75MG/ML,8
TABLET;ORAL,167MG,8
INJECTABLE;INJECTION,1.5%,8
SYRUP;ORAL,10MG/5ML;5MG/5ML;6.25MG/5ML,8
SYRUP;ORAL,5MG/5ML;6.25MG/5ML,8
SYRUP;ORAL,"EQ 500MG BASE/5ML",8
SUSPENSION;ORAL,25MG/5ML,8
OINTMENT;TOPICAL,2.5%,8
INJECTABLE;INJECTION,"EQ 500MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",8
SYRUP;ORAL,15MG/5ML;6.25MG/5ML,8
TABLET;ORAL-21,0.05MG;1MG,8
SOLUTION/DROPS;OTIC,2%;1%,8
GEL;TOPICAL,0.1%,8
"SOLUTION;INHALATION, ORAL",20%,8
"SOLUTION;INHALATION, ORAL",10%,8
INJECTABLE;INJECTION,15GM/100ML,8
INJECTABLE;INJECTION,"EQ 10MG PHOSPHATE/ML",8
TABLET;ORAL,50MG;4MG,8
"TABLET, EXTENDED RELEASE;ORAL",650MG,8
"TABLET; ORAL",60MG,8
LOTION;TOPICAL,"EQ 0.1% BASE",8
TABLET;ORAL-21,0.035MG;1MG,8
OINTMENT;TOPICAL,"EQ 0.05% BASE",8
INJECTABLE;INJECTION,80MG/100ML,8
INJECTABLE;INJECTION,160MG/100ML,8
"CAPSULE, EXTENDED RELEASE;ORAL",160MG,8
TABLET;ORAL-28,"0.035MG,0.035MG,0.035MG;0.5MG,0.75MG,1MG",8
TABLET;ORAL,50MG;75MG,8
TABLET;ORAL,225MG,8
INJECTABLE;INJECTION,"EQ 20MG BASE/10ML (EQ 2MG BASE/ML)",8
TABLET;ORAL-28,"0.035MG,0.035MG,0.035MG;0.18MG,0.215MG,0.25MG",8
INJECTABLE;INJECTION,"25MG/10ML (2.5MG/ML)",8
"TABLET, EXTENDED RELEASE;ORAL","EQ 100MG TARTRATE",8
"TABLET, EXTENDED RELEASE;ORAL","EQ 200MG TARTRATE",8
"FILM, EXTENDED RELEASE;TRANSDERMAL",100MCG/HR,8
"FILM, EXTENDED RELEASE;TRANSDERMAL",75MCG/HR,8
"FILM, EXTENDED RELEASE;TRANSDERMAL",50MCG/HR,8
"FILM, EXTENDED RELEASE;TRANSDERMAL",25MCG/HR,8
INJECTABLE;INJECTION,"200MG/20ML (10MG/ML)",8
INJECTABLE;INJECTION,400MG/200ML,8
TABLET;ORAL,20MG;25MG,8
"TABLET, CHEWABLE;ORAL",50MG,8
SUSPENSION;ORAL,40MG/ML,8
CAPSULE;ORAL,"EQ 200MG FREE ACID AND POTASSIUM SALT",8
TABLET;SUBLINGUAL,"EQ 2MG BASE;EQ 0.5MG BASE",8
TABLET;SUBLINGUAL,"EQ 8MG BASE;EQ 2MG BASE",8
CAPSULE;ORAL,"EQ 80MG BASE",8
TABLET;ORAL,150MG;300MG,8
SOLUTION;INHALATION,"EQ 0.083% BASE;0.017%",8
INJECTABLE;SUBCUTANEOUS,"300 UNITS/3ML (100 UNITS/ML)",8
INJECTABLE;INJECTION,"30MG/10ML (3MG/ML)",8
"CAPSULE, DELAYED REL PELLETS;ORAL","EQ 40MG BASE",8
"TABLET, EXTENDED RELEASE;ORAL","EQ 80MG BASE",8
"TABLET, ORALLY DISINTEGRATING;ORAL",2.5MG,8
CAPSULE;ORAL,225MG,8
TABLET;ORAL,0.03MG;0.15MG,8
CAPSULE;ORAL,2MCG,8
CAPSULE;ORAL,4MCG,8
"TABLET, EXTENDED RELEASE;ORAL",7.5MG,8
TABLET;ORAL,3MG;0.02MG,8
"TABLET, EXTENDED RELEASE;ORAL",6.25MG,8
INJECTABLE;INTRAVENOUS,"EQ 3MG BASE/3ML",8
"TABLET, EXTENDED RELEASE;ORAL","EQ 12MG BASE",8
"TABLET, EXTENDED RELEASE;ORAL","EQ 6MG BASE",8
SOLUTION;ORAL,20MG/5ML,8
"TABLET; ORAL",1MG,8
TABLET;ORAL,32MG,7
TABLET;ORAL,0.05MG,7
SOLUTION;INHALATION,0.5%,7
INJECTABLE;INJECTION,0.005MG/ML;1.5%,7
"TABLET, EXTENDED RELEASE;ORAL",12MG,7
LOTION/SHAMPOO;TOPICAL,2.5%,7
SUSPENSION;ORAL,30MG/5ML,7
JELLY;TOPICAL,2%,7
TABLET;ORAL,"250MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",7
SOLUTION;ORAL,2%,7
TABLET;ORAL,"5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",7
CAPSULE;ORAL,750MG,7
INJECTABLE;INJECTION,30%,7
CAPSULE;ORAL,389MG;32.4MG;65MG,7
INJECTABLE;INJECTION,"EQ 50MG BASE/2ML (EQ 25MG BASE/ML)",7
SOLUTION/DROPS;OPHTHALMIC,0.25%,7
SOLUTION/DROPS;OTIC,2%,7
ELIXIR;ORAL,0.5MG/5ML,7
CREAM;TOPICAL,0.2%,7
OINTMENT;OPHTHALMIC,0.5%,7
CAPSULE;ORAL,25MG;37.5MG,7
TABLET;ORAL,18.75MG,7
INJECTABLE;INJECTION,"10,000 UNITS/VIAL",7
TABLET;ORAL-28,0.02MG;1MG,7
TABLET;ORAL-28,0.03MG;1.5MG,7
TABLET;ORAL,1.34MG,7
TABLET;ORAL-28,0.035MG;0.5MG,7
SUPPOSITORY;RECTAL,650MG,7
TABLET;ORAL-21,0.02MG;1MG,7
CAPSULE;ORAL,0.5MCG,7
CAPSULE;ORAL,80MG,7
TABLET;ORAL,"EQ 5MG ANHYDROUS;50MG",7
"TABLET, EXTENDED RELEASE;ORAL",20MEQ,7
INJECTABLE;INJECTION,40MG/100ML,7
SYRUP;ORAL,"EQ 0.5MG BASE/5ML",7
INJECTABLE;INJECTION,41%,7
INJECTABLE;INJECTION,0.002MG/ML,7
SOLUTION;INHALATION,"EQ 0.5% BASE",7
INJECTABLE;INJECTION,"EQ 30MG BASE/15ML (EQ 2MG BASE/ML)",7
INJECTABLE;INJECTION,1.25MG/ML,7
"CREAM, AUGMENTED;TOPICAL","EQ 0.05% BASE",7
INJECTABLE;INJECTION,"EQ 6MG BASE/ML",7
"CAPSULE, EXTENDED RELEASE;ORAL",25MG,7
"TABLET, EXTENDED RELEASE;ORAL",5MG;120MG,7
"FOR SOLUTION;ORAL",420GM/BOT;1.48GM/BOT;5.72GM/BOT;11.2GM/BOT,7
INJECTABLE;INJECTION,"400MG/40ML (10MG/ML)",7
"TABLET, EXTENDED RELEASE;ORAL",50MG;200MG,7
INJECTABLE;INTRAVENOUS,100MG/ML,7
OINTMENT;TOPICAL,0.005%,7
"TABLET, EXTENDED RELEASE;ORAL","EQ 50MG TARTRATE",7
"TABLET, EXTENDED RELEASE;ORAL","EQ 25MG TARTRATE",7
INJECTABLE;INJECTION,90MG/VIAL,7
"CAPSULE, EXTENDED RELEASE;ORAL",250MG,7
"TABLET, DELAYED RELEASE;ORAL",375MG,7
"FILM, EXTENDED RELEASE;TRANSDERMAL",0.2MG/HR,7
"FILM, EXTENDED RELEASE;TRANSDERMAL",0.4MG/HR,7
SOLUTION/DROPS;OPHTHALMIC,"EQ 0.1% BASE",7
"FILM, EXTENDED RELEASE;TRANSDERMAL",0.0375MG/24HR,7
TABLET;ORAL,"EQ 60MG BASE",7
SOLUTION;ORAL,"EQ 4MG BASE/5ML",7
SOLUTION/DROPS;OPHTHALMIC,0.2%,7
INJECTABLE;INJECTION,"EQ 500MG/20ML (EQ 25MG/ML)",7
INJECTABLE;INJECTION,"EQ 250MG/50ML (EQ 5MG/ML)",7
INJECTABLE;INJECTION,"EQ 750MG/150ML (EQ 5MG/ML)",7
TABLET;ORAL,7.5MG;200MG,7
SOLUTION;INTRAVENOUS,"EQ 30MG BASE/3ML (EQ 10MG BASE/ML)",7
GEL;TRANSDERMAL,"50MG/5GM PACKET",7
"SOLUTION;IV (INFUSION)","600MG/300ML (2MG/ML)",7
TABLET;ORAL,12.5MG;40MG,7
TABLET;ORAL-28,"0.025MG,0.025MG,0.025MG;0.18MG,0.215MG,0.25MG",7
TABLET;ORAL,2.5MG;250MG,7
"TABLET, ORALLY DISINTEGRATING;ORAL",25MG,7
"TABLET, ORALLY DISINTEGRATING;ORAL",100MG,7
"CAPSULE, EXTENDED RELEASE;ORAL","EQ 8MG BASE",7
"CAPSULE, EXTENDED RELEASE;ORAL","EQ 16MG BASE",7
"CAPSULE, EXTENDED RELEASE;ORAL","EQ 24MG BASE",7
SOLUTION/DROPS;OPHTHALMIC,"EQ 0.09% ACID",7
"TABLET; ORAL",250MG,7
TABLET;ORAL,"500MG;EQ 15MG BASE",7
TABLET;ORAL,"850MG;EQ 15MG BASE",7
TABLET;ORAL,0.02MG;1MG,7
GEL;TOPICAL,2%,7
"INJECTABLE; INJECTION",100MG/ML,7
"POWDER;ORAL, RECTAL",454GM/BOT,7
TABLET;ORAL,1.875MG;1.875MG;1.875MG;1.875MG,7
TABLET;ORAL,3.125MG;3.125MG;3.125MG;3.125MG,7
TABLET;ORAL,300MG;7.5MG,7
INJECTABLE;INJECTION,"EQ 150MG BASE/VIAL",7
TABLET;ORAL,"200,000 UNITS",7
INJECTABLE;INJECTION,"300,000 UNITS/ML",7
INJECTABLE;INJECTION,"EQ 15 UNITS BASE/VIAL",7
TABLET;ORAL,"500MG;EQ 125MG BASE",7
SWAB;TOPICAL,2%,7
INJECTABLE;INJECTION,"EQ 2GM BASE/VIAL;EQ 250MG BASE/VIAL",7
INJECTABLE;INJECTION,"EQ 3GM BASE/VIAL;EQ 375MG BASE/VIAL",7
INJECTABLE;INJECTION,"EQ 4GM BASE/VIAL;EQ 500MG BASE/VIAL",7
"FOR SUSPENSION;ORAL","200MG/5ML;EQ 28.5MG BASE/5ML",7
"FOR SUSPENSION;ORAL","400MG/5ML;EQ 57MG BASE/5ML",7
TABLET;ORAL,875MG,7
"FOR SUSPENSION;ORAL","600MG/5ML;EQ 42.9MG BASE/5ML",7
"FOR SUSPENSION;ORAL",400MG/5ML,7
"TABLET, DELAYED RELEASE;ORAL",333MG,7
INJECTABLE;INJECTION,"1,000,000 UNITS/VIAL",7
SOLUTION/DROPS;OPHTHALMIC,"0.025MG/ML;EQ 1.75MG BASE/ML;10,000 UNITS/ML",7
INJECTABLE;INJECTION,"EQ 500,000 UNITS BASE/VIAL",7
SUSPENSION;ORAL,"EQ 200MG BASE/5ML",7
TABLET;ORAL-28,0.035MG;0.4MG,7
TABLET;ORAL,1.25MG;250MG,7
"TABLET; ORAL",8MG,7
"TABLET, ORALLY DISINTEGRATING;ORAL",0.25MG,7
INJECTABLE;INJECTION,"100MG/10ML (10MG/ML)",7
TABLET;SUBLINGUAL,"EQ 2MG BASE",7
TABLET;SUBLINGUAL,"EQ 8MG BASE",7
"CAPSULE; ORAL",10MG,7
"CAPSULE; ORAL",18MG,7
"CAPSULE; ORAL",60MG,7
INJECTABLE;INTRAVENOUS,3.75-260mCi/ML,7
"TABLET, EXTENDED RELEASE;ORAL",0.375MG,6
"TABLET, EXTENDED RELEASE;ORAL",0.75MG,6
"TABLET, EXTENDED RELEASE;ORAL",4.5MG,6
"SUSPENSION;ORAL, RECTAL",15GM/60ML,6
SOLUTION/DROPS;OPHTHALMIC,"EQ 0.11% PHOSPHATE",6
TABLET;ORAL,660MG;10MG,6
TABLET;ORAL,500MG;2.5MG,6
TABLET;ORAL,650MG;65MG,6
LOTION;TOPICAL,2.5%,6
TABLET;ORAL,500MG;50MG;40MG,6
INJECTABLE;INJECTION,"2.5GM/50ML (50MG/ML)",6
INJECTABLE;INJECTION,"5GM/100ML (50MG/ML)",6
INJECTABLE;INJECTION,"1GM/20ML (50MG/ML)",6
TABLET;ORAL,300MG;10MG,6
TABLET;ORAL,300MG;5MG,6
SUSPENSION/DROPS;OPHTHALMIC,"0.1%;EQ 3.5MG BASE/ML;10,000 UNITS/ML",6
OINTMENT;OPHTHALMIC,1%,6
INJECTABLE;INJECTION,"EQ 2GM BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",6
OINTMENT;OPHTHALMIC,"400 UNITS/GM;1%;EQ 3.5MG BASE/GM;10,000 UNITS/GM",6
INJECTABLE;INJECTION,"EQ 30 UNITS BASE/VIAL",6
SOLUTION/DROPS;OTIC,"1%;EQ 3.5MG BASE/ML;10,000 UNITS/ML",6
"TABLET, CHEWABLE;ORAL",250MG,6
"TABLET, CHEWABLE;ORAL",125MG,6
"POWDER;FOR RX COMPOUNDING",100%,6
INJECTABLE;INJECTION,"EQ 12MG BASE/ML",6
"TABLET, DELAYED RELEASE;ORAL",250MG,6
INJECTABLE;INJECTION,"50,000 UNITS/VIAL",6
OINTMENT;OPHTHALMIC,"500 UNITS/GM",6
"FOR SUSPENSION;ORAL","EQ 187MG BASE/5ML",6
"FOR SUSPENSION;ORAL","EQ 375MG BASE/5ML",6
INJECTABLE;INJECTION,"EQ 80MG BASE/100ML",6
INJECTABLE;INJECTION,"EQ 1.2MG BASE/ML",6
INJECTABLE;INJECTION,"EQ 1.6MG BASE/ML",6
"FOR SOLUTION;ORAL","EQ 75MG BASE/5ML",6
POWDER;TOPICAL,"100,000 UNITS/GM",6
"Injectable; Injection",1MG/ML,6
"Injectable; Injection",50MG/ML,6
CONCENTRATE;ORAL,2MG/ML,6
TABLET;ORAL-28,"0.03MG,0.04MG,0.03MG;0.05MG,0.075MG,0.125MG",6
SOLUTION;ORAL,"EQ 15MG BASE/5ML",6
"TABLET; ORAL",30MG,6
"TABLET; ORAL",0.5MG,6
"CAPSULE; ORAL",80MG,6
INJECTABLE;INJECTION,3MEQ/ML,6
CAPSULE;ORAL,25MG;25MG,6
CAPSULE;ORAL,50MG;50MG,6
SYRUP;ORAL,2MG/5ML;10MG/5ML;30MG/5ML,6
"TABLET; ORAL","200MG; 300MG",6
INJECTABLE;INJECTION,100MG,6
SYRUP;ORAL,1.5MG/5ML;5MG/5ML,6
CREAM;VAGINAL,2.86%;3.42%;3.7%,6
SUSPENSION;ORAL,167MG/5ML,6
TABLET;ORAL,325MG;4.5MG;0.38MG,6
INJECTABLE;INJECTION,250MG/VIAL,6
LOTION;TOPICAL,10%,6
"TABLET, DELAYED RELEASE;ORAL",100MG,6
INJECTABLE;INJECTION,66%;10%,6
TABLET;ORAL,"EQ 0.025MG BASE",6
SUSPENSION;ORAL,250MG/5ML,6
SUPPOSITORY;RECTAL,12.5MG,6
CAPSULE;ORAL,32MG,6
SUPPOSITORY;RECTAL,50MG,6
INJECTABLE;INJECTION,1MG/0.5ML,6
INJECTABLE;INJECTION,0.05MG/ML;2%,6
INJECTABLE;INJECTION,"500MG/10ML (50MG/ML)",6
"CAPSULE, EXTENDED RELEASE;ORAL",500MG,6
TABLET;ORAL,"400MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",6
SUSPENSION/DROPS;OPHTHALMIC,0.1%,6
CONCENTRATE;ORAL,5MG/ML,6
INJECTABLE;INJECTION,5GM/100ML;900MG/100ML,6
INJECTABLE;INJECTION,20MG/100ML;30MG/100ML;600MG/100ML;310MG/100ML,6
INJECTABLE;INJECTION,5GM/100ML;450MG/100ML,6
SOLUTION;IRRIGATION,900MG/100ML,6
LIQUID;IRRIGATION,100%,6
CONCENTRATE;ORAL,"EQ 5MG BASE/ML",6
TABLET;ORAL,"EQ 12.5MG BASE;5MG",6
TABLET;ORAL,"EQ 25MG BASE;10MG",6
INJECTABLE;INJECTION,0.5%;0.0091MG/ML,6
INJECTABLE;INJECTION,160MG/ML,6
LOTION;TOPICAL,0.025%,6
"AEROSOL, METERED;INHALATION",0.09MG/INH,6
INJECTABLE;INJECTION,5GM/100ML;300MG/100ML,6
INJECTABLE;INJECTION,"7% (7GM/100ML)",6
CAPSULE;ORAL,600MG,6
SOLUTION;TOPICAL,0.1%,6
TABLET;ORAL-21,0.03MG;1.5MG,6
INJECTABLE;INJECTION,450MG/100ML,6
INJECTABLE;INJECTION,"30 UNITS/ML;70 UNITS/ML",6
TABLET;ORAL-21,0.035MG;0.5MG;1MG,6
INJECTABLE;INJECTION,800MG/100ML,6
SUPPOSITORY;VAGINAL,100MG,6
INJECTABLE;INJECTION,320MG/100ML,6
CAPSULE;ORAL,3MG,6
CREAM;TOPICAL,0.77%,6
SOLUTION;INHALATION,0.6%,6
SOLUTION;INHALATION,0.4%,6
INJECTABLE;INJECTION,"EQ 1MG BASE/VIAL",6
INJECTABLE;INJECTION,0.004MG/ML,6
TABLET;ORAL,25MG;300MG,6
INJECTABLE;INJECTION,4.25%;25GM/100ML,6
"TABLET, DELAYED RELEASE;ORAL",25MG,6
INJECTABLE;INJECTION,"EQ 25MG BASE/12.5ML (EQ 2MG BASE/ML)",6
INJECTABLE;INJECTION,1MEQ/ML,6
"CAPSULE, EXTENDED RELEASE;ORAL",90MG,6
SPONGE;TOPICAL,4%,6
"TABLET, EXTENDED RELEASE;ORAL",25MG;100MG,6
TABLET;ORAL,"EQ 169MG CALCIUM",6
INJECTABLE;SUBCUTANEOUS,"EQ 4MG BASE/0.5ML (EQ 8MG BASE/ML)",6
"FOR SUSPENSION;ORAL",50MG/5ML,6
"SPRAY, METERED;NASAL","EQ 0.125MG BASE/SPRAY",6
TABLET;ORAL,"12.5MG;EQ 10MG BASE",6
TABLET;ORAL,"12.5MG;EQ 20MG BASE",6
TABLET;ORAL,"25MG;EQ 20MG BASE",6
"FILM, EXTENDED RELEASE;TRANSDERMAL",0.6MG/HR,6
INJECTABLE;INJECTION,150MG/ML,6
INJECTABLE;INJECTION,"EQ 40MG BASE/200ML (EQ 0.2MG BASE/ML)",6
"TABLET, EXTENDED RELEASE;ORAL","EQ 500MG BASE",6
INJECTABLE;INJECTION,"20MG/ML (20MG/ML)",6
INJECTABLE;INJECTION,"80MG/4ML (20MG/ML)",6
INJECTABLE;INJECTION,"5MG/10ML (0.5MG/ML)",6
INJECTABLE;INJECTION,"EQ 500MG/100ML (EQ 5MG/ML)",6
INJECTABLE;INJECTION,"EQ 750MG/30ML (EQ 25MG/ML)",6
SOLUTION;ORAL,"EQ 30MG BASE/3ML (EQ 10MG BASE/ML)",6
SOLUTION;INTRAVENOUS,"0.005MG/ML (0.005MG/ML)",6
SOLUTION;INTRAVENOUS,"0.002MG/ML (0.002MG/ML)",6
SOLUTION;INTRAVENOUS,"0.01MG/2ML (0.005MG/ML)",6
SOLUTION;INHALATION,"EQ 0.0103% BASE",6
INJECTABLE;INJECTION,"250MG/2.5ML (100MG/ML)",6
SYRUP;ORAL,"EQ 2MG BASE/ML",6
TABLET;ORAL,"EQ 12.5MG BASE",6
SOLUTION;ORAL,250MG/5ML,6
"FOR SUSPENSION;ORAL",100MG/5ML,6
TABLET;ORAL,54MG,6
"TABLET, ORALLY DISINTEGRATING;ORAL",45MG,6
"TABLET; ORAL",500MG,6
TROCHE/LOZENGE;ORAL,"EQ 2MG BASE",6
TROCHE/LOZENGE;ORAL,"EQ 4MG BASE",6
TABLET;ORAL,400MG;5MG,6
"TABLET, EXTENDED RELEASE;ORAL","212.6MG;EQ 287.5MG BASE",6
"TABLET, ORALLY DISINTEGRATING;ORAL",50MG,6
"TABLET, ORALLY DISINTEGRATING;ORAL",200MG,6
TABLET;ORAL,48MG,6
TABLET;ORAL,145MG,6
"CAPSULE; ORAL",75MG,6
"CAPSULE; ORAL",225MG,6
CAPSULE;ORAL,324MG,6
"INJECTABLE; INJECTION",5MG/ML,6
TABLET;ORAL,"0.03MG,0.01MG;0.15MG,N/A",6
CAPSULE;ORAL,70MG,6
"TABLET; ORAL","150MG; 300MG",6
"CAPSULE, DELAYED RELEASE;ORAL","EQ 45MG FENOFIBRIC ACID",6
"CAPSULE, DELAYED RELEASE;ORAL","EQ 135MG FENOFIBRIC ACID",6
