ApprovalYear,SponsorApplicant,TotalApprovals
1974,"BIONPHARMA INC",1
1974,COREPHARMA,1
1974,DISTA,1
1974,"EASTMAN KODAK",1
1974,"ENDO PHARMS",1
1974,"GD SEARLE LLC",1
1974,"GLENMARK GENERICS",1
1974,"HIKMA PHARMS LLC",1
1974,"HUNTINGTON LABS",1
1974,"INSIGHT PHARMS",1
1974,ISOTEX,1
1974,"IVC INDS",1
1974,"JANSSEN PHARMS",1
1974,"MALLINCKRODT INC",1
1974,MCNEIL,1
1974,"MCNEIL CONSUMER",1
1974,"MEDTECH PRODUCTS",1
1974,"NOVEN THERAP",1
1974,"OAK PHARMS AKORN",1
1974,"ORGANON USA INC",1
1974,"ORTHO MCNEIL",1
1974,"OXFORD PHARMS",1
1974,"PHOENIX LABS NY",1
1974,"PRAGMA PHARMS LLC",1
1974,"PURDUE FREDERICK",1
1974,RANBAXY,1
1974,"RANBAXY LABS LTD",1
1974,"REED AND CARNRICK",1
1974,"REMPEX PHARMS INC",1
1974,"SEBELA IRELAND LTD",1
1974,STORZ,1
1974,TEVA,1
1974,"TEVA PARENTERAL",1
1974,"TRIAX PHARMS",1
1974,"VALEANT BERMUDA",1
1974,"VALEANT INTL",1
1974,"VALEANT PHARMS NORTH",1
1974,"WATSON LABS INC",1
1974,"WEST WARD",1
1974,"WHITEWORTH TOWN PLSN",1
1974,"WYETH PHARMS INC",1
1974,"XANODYNE PHARM",1
1975,HOSPIRA,21
1975,"BAXTER HLTHCARE",20
1975,"SANOFI AVENTIS US",18
1975,NOVARTIS,14
1975,PFIZER,12
1975,"PHARMACIA AND UPJOHN",11
1975,SANDOZ,11
1975,"WYETH AYERST",11
1975,BRACCO,9
1975,"EUROHLTH INTL SARL",9
1975,"SUN PHARM INDS",8
1975,ABBVIE,7
1975,MERCK,7
1975,ALLERGAN,6
1975,LILLY,6
1975,"BRISTOL MYERS SQUIBB",5
1975,LANNETT,5
1975,ROCHE,5
1975,"ACTAVIS LABS UT INC",4
1975,"ALLERGAN SALES LLC",4
1975,APOTHECON,4
1975,DISTA,4
1975,"JANSSEN PHARMS",4
1975,"KING PHARMS",4
1975,LEDERLE,4
1975,MALLINCKRODT,4
1975,"MERCK SHARP DOHME",4
1975,"OAK PHARMS",4
1975,"PAR STERILE PRODUCTS",4
1975,"ROBINS AH",4
1975,"WATSON LABS",4
1975,3M,3
1975,AKORN,3
1975,APIL,3
1975,EVERYLIFE,3
1975,"FRESENIUS KABI USA",3
1975,"GD SEARLE LLC",3
1975,"GE HEALTHCARE",3
1975,GLAXOSMITHKLINE,3
1975,"INTL MEDICATION",3
1975,LIEBEL-FLARSHEIM,3
1975,"MONARCH PHARMS",3
1975,"ORTHO MCNEIL PHARM",3
1975,ROXANE,3
1975,"US PHARM HOLDINGS",3
1975,"VALEANT PHARM INTL",3
1975,ABBOTT,2
1975,ALCON,2
1975,ASTRAZENECA,2
1975,"AUROLIFE PHARMA LLC",2
1975,"BAYER HLTHCARE",2
1975,"CASPER PHARMA LLC",2
1975,"DELCOR ASSET CORP",2
1975,"DELL LABS",2
1975,FERRING,2
1975,GLENWOOD,2
1975,"HI TECH PHARMA",2
1975,"MEDA PHARMS",2
1975,"MEDIMETRIKS PHARMS",2
1975,"MEDPOINTE PHARM HLC",2
1975,MYLAN,2
1975,"OAK PHARMS AKORN",2
1975,"ORGANON USA INC",2
1975,"ORTHO MCNEIL JANSSEN",2
1975,"PARKE DAVIS",2
1975,RANBAXY,2
1975,"RECORDATI RARE",2
1975,"SCHERING PLOUGH",2
1975,SHIRE,2
1975,SOLVAY,2
1975,"XANODYNE PHARM",2
1975,"ACTAVIS MID ATLANTIC",1
1975,ADAPT,1
1975,"AH ROBINS INC",1
1975,"AKRIMAX PHARMS",1
1975,"ALPHARMA US PHARMS",1
1975,ALRA,1
1975,"ANI PHARMS INC",1
1975,"AQUA PHARMS",1
1975,"ARBOR PHARMS LLC",1
1975,"ASPEN GLOBAL",1
1975,"AUXILIUM PHARMS LLC",1
1975,"B BRAUN",1
1975,BAYER,1
1975,"BOEHRINGER INGELHEIM",1
1975,CARACO,1
1975,"CNTY LINE PHARMS",1
1975,"CONCORDIA PHARMS INC",1
1975,COREPHARMA,1
1975,"CYCLE PHARMS LTD",1
1975,"DOW PHARM",1
1975,"EDISON THERAPS LLC",1
1975,"ELKINS SINN",1
1975,"ENDO PHARMS",1
1975,"FOREST LABS",1
1975,"FOUGERA PHARMS",1
1975,FRESENIUS,1
1975,"GLAXOSMITHKLINE LLC",1
1975,"HIKMA INTL PHARMS",1
1975,"HIKMA PHARMS LLC",1
1975,"IGI LABS INC",1
1975,IMMUNEX,1
1975,"INSIGHT PHARMS",1
1975,"ISO TEX",1
1975,"KING PHARMS R AND D",1
1975,"MALLINCKRODT INC",1
1975,"MALLINKRODT NUCLEAR",1
1975,MCNEIL,1
1975,"MCNEIL CONSUMER",1
1975,MEDICIS,1
1975,"MERIDIAN MEDCL TECHN",1
1975,"MUTUAL PHARM",1
1975,"NEW RIVER",1
1975,"NEXGEN PHARMA INC",1
1975,"NOVEN THERAP",1
1975,"ORGANICS LAGRANGE",1
1975,"OXFORD PHARMS",1
1975,PARKEDALE,1
1975,PELAGIUS,1
1975,"PRAGMA PHARMS LLC",1
1975,"PVT FORM",1
1975,"REED AND CARNRICK",1
1975,"REMPEX PHARMS INC",1
1975,"SALIX PHARMS",1
1975,SCHERING,1
1975,"SCHWARZ PHARMA",1
1975,SERONO,1
1975,"SHIONOGI INC",1
1975,"SPECTRUM PHARMS",1
1975,STERLING,1
1975,"STI PHARMA LLC",1
1975,STORZ,1
1975,TEVA,1
1975,"TEVA PARENTERAL",1
1975,"TRIAX PHARMS",1
1975,"UCB INC",1
1975,"VALEANT INTL",1
1975,"VALEANT PHARMS INC",1
1975,"WARNER CHILCOTT LLC",1
1975,"WYETH PHARMS INC",1
1976,HOSPIRA,31
1976,SANDOZ,24
1976,"BAXTER HLTHCARE",23
1976,"SANOFI AVENTIS US",21
1976,"GE HEALTHCARE",19
1976,BRACCO,18
1976,NOVARTIS,18
1976,"WATSON LABS",18
1976,"PHARMACIA AND UPJOHN",12
1976,PFIZER,11
1976,LANNETT,10
1976,MERCK,10
1976,"WYETH AYERST",10
1976,LILLY,9
1976,MALLINCKRODT,9
1976,"PVT FORM",9
1976,"BRISTOL MYERS SQUIBB",7
1976,"ALLERGAN SALES LLC",6
1976,"ENDO PHARMS",6
1976,"FRESENIUS KABI USA",6
1976,ABBOTT,5
1976,ABBVIE,5
1976,"ACTAVIS LABS UT INC",5
1976,"ANI PHARMS INC",5
1976,"BOEHRINGER INGELHEIM",5
1976,"EUROHLTH INTL SARL",5
1976,"SUN PHARM INDS",5
1976,"US PHARM HOLDINGS",5
1976,ALLERGAN,4
1976,"GD SEARLE LLC",4
1976,GLAXOSMITHKLINE,4
1976,"INTL MEDICATION",4
1976,"ISO TEX",4
1976,"JANSSEN PHARMS",4
1976,"KV PHARM",4
1976,LEDERLE,4
1976,"MALLINKRODT NUCLEAR",4
1976,"MONARCH PHARMS",4
1976,"ORTHO MCNEIL PHARM",4
1976,"PAR STERILE PRODUCTS",4
1976,"VALEANT PHARM INTL",4
1976,ALRA,3
1976,APIL,3
1976,APOTHECON,3
1976,ASTRAZENECA,3
1976,"B BRAUN",3
1976,BARR,3
1976,"HIKMA INTL PHARMS",3
1976,"J AND J CONSUMER INC",3
1976,LIEBEL-FLARSHEIM,3
1976,"MEDA PHARMS",3
1976,"MEDIMETRIKS PHARMS",3
1976,"ORTHO MCNEIL JANSSEN",3
1976,ROCHE,3
1976,SCHERING,3
1976,"SCHERING PLOUGH",3
1976,"USL PHARMA",3
1976,"WYETH PHARMS INC",3
1976,"XANODYNE PHARM",3
1976,3M,2
1976,AKORN,2
1976,"AKRIMAX PHARMS",2
1976,ATON,2
1976,"CNTY LINE PHARMS",2
1976,"CONCORDIA PHARMS INC",2
1976,"DELCOR ASSET CORP",2
1976,"IDT AUSTRALIA LTD",2
1976,"IMPAX LABS",2
1976,"IVAX SUB TEVA PHARMS",2
1976,"JUBILANT DRAXIMAGE",2
1976,"KING PHARMS",2
1976,"LANTHEUS MEDCL",2
1976,"MERCK SHARP DOHME",2
1976,PHARMALUCENCE,2
1976,"PUREPAC PHARM",2
1976,ROXANE,2
1976,"SAVAGE LABS",2
1976,"SEBELA IRELAND LTD",2
1976,SOLVAY,2
1976,"STI PHARMA LLC",2
1976,TEVA,2
1976,"TEVA BRANDED PHARM",2
1976,"TG UNITED LABS",2
1976,"WARNER CHILCOTT LLC",2
1976,ADAPT,1
1976,"AH ROBINS INC",1
1976,"AKORN INC",1
1976,ALCON,1
1976,"ALCON LABS INC",1
1976,ALLERQUEST,1
1976,"ALPHARMA US PHARMS",1
1976,"ALVOGEN MALTA",1
1976,ALZA,1
1976,"AMEDRA PHARMS",1
1976,"ANI PHARMS",1
1976,"AQUA PHARMS",1
1976,"ATNAHS PHARMA US",1
1976,"AUXILIUM PHARMS LLC",1
1976,"BAYER HEALTHCARE LLC",1
1976,"BAYER HLTHCARE",1
1976,"BAYER PHARMS",1
1976,"BECTON DICKINSON",1
1976,BEECHAM,1
1976,BH,1
1976,CARACO,1
1976,"CASPER PHARMA LLC",1
1976,CHATTEM,1
1976,CIS,1
1976,"CONTRACT PHARMACAL",1
1976,"CORDEN PHARMA",1
1976,COREPHARMA,1
1976,"DAVA PHARMS INC",1
1976,"DENTSPLY PHARM",1
1976,DISTA,1
1976,"EDISON THERAPS LLC",1
1976,"ELKINS SINN",1
1976,ELORAC,1
1976,"ENDO PHARMS INC",1
1976,FERRING,1
1976,FOUGERA,1
1976,"G AND W LABS INC",1
1976,"GEN ELECTRIC",1
1976,"GLAXOSMITHKLINE LLC",1
1976,GLENWOOD,1
1976,"GRAHAM CHEM",1
1976,"HI TECH PHARMA",1
1976,"HIKMA PHARMS LLC",1
1976,"HRA PHARMA",1
1976,"INSIGHT PHARMS",1
1976,"IROKO PHARMS LLC",1
1976,ISOTEX,1
1976,"JANSSEN R AND D",1
1976,"LABORATOIRE HRA",1
1976,"LANNETT HOLDINGS INC",1
1976,"LEHIGH VALLEY",1
1976,"MCNEIL CONSUMER",1
1976,"MEDTECH PRODUCTS",1
1976,"MERIDIAN MEDCL TECHN",1
1976,"MOLNLYCKE HLTH",1
1976,MYLAN,1
1976,"MYLAN INSTITUTIONAL",1
1976,"NEW RIVER",1
1976,"NEXGEN PHARMA INC",1
1976,NOVOCOL,1
1976,"OAK PHARMS AKORN",1
1976,"ODYSSEY PHARMS",1
1976,"ORGANICS LAGRANGE",1
1976,"ORGANON USA INC",1
1976,"ORTHO MCNEIL",1
1976,"OXFORD PHARMS",1
1976,PANRAY,1
1976,"PARKE DAVIS",1
1976,PARKEDALE,1
1976,"PERRIGO NEW YORK",1
1976,"PRAGMA PHARMS LLC",1
1976,"PROCTER AND GAMBLE",1
1976,RANBAXY,1
1976,"RANBAXY LABS LTD",1
1976,"RECORDATI RARE",1
1976,"REMPEX PHARMS INC",1
1976,REXAR,1
1976,"ROBINS AH",1
1976,SERONO,1
1976,SHIRE,1
1976,"SIGMA TAU",1
1976,"SMITH KLINE & FRENCH",1
1976,"SPECTRUM PHARMS",1
1976,TARGACEPT,1
1976,"TELIGENT PHARMA INC",1
1976,"TEVA PARENTERAL",1
1976,"TRIAX PHARMS",1
1976,VALEANT,1
1976,"VALEANT BERMUDA",1
1976,"VALEANT PHARMS",1
1976,"VALEANT PHARMS INC",1
1976,"VALEANT PHARMS NORTH",1
1976,"VINTAGE PHARMS LLC",1
1976,"WESTWOOD SQUIBB",1
1976,"WYETH PHARMS",1
1976,XSPIRE,1
1977,HOSPIRA,33
1977,"BAXTER HLTHCARE",22
1977,"WATSON LABS",21
1977,NOVARTIS,18
1977,"PHARMACIA AND UPJOHN",18
1977,BRACCO,15
1977,"GE HEALTHCARE",14
1977,"SANOFI AVENTIS US",14
1977,MALLINCKRODT,12
1977,SANDOZ,12
1977,PFIZER,11
1977,"B BRAUN",9
1977,"MONARCH PHARMS",9
1977,"WYETH AYERST",9
1977,MERCK,8
1977,"TG UNITED LABS",8
1977,"GD SEARLE LLC",7
1977,"KV PHARM",7
1977,LANNETT,7
1977,"ALLERGAN SALES LLC",6
1977,APIL,6
1977,APOTHECON,6
1977,"HIKMA PHARMS LLC",6
1977,"MALLINKRODT NUCLEAR",6
1977,PARKEDALE,6
1977,SCHERING,6
1977,"VALEANT PHARM INTL",6
1977,"ABC HOLDING",5
1977,"BRISTOL MYERS SQUIBB",5
1977,"FRESENIUS KABI USA",5
1977,GLAXOSMITHKLINE,5
1977,"JANSSEN PHARMS",5
1977,"MUTUAL PHARM",5
1977,3M,4
1977,"ACTAVIS LABS UT INC",4
1977,AKORN,4
1977,ALCON,4
1977,ALLERGAN,4
1977,"BOEHRINGER INGELHEIM",4
1977,"ENDO PHARMS",4
1977,"MEDIMETRIKS PHARMS",4
1977,"ORTHO MCNEIL PHARM",4
1977,"PARKE DAVIS",4
1977,RANBAXY,4
1977,ROCHE,4
1977,ROXANE,4
1977,"XANODYNE PHARM",4
1977,ABBOTT,3
1977,"AQUA PHARMS",3
1977,ASTRAZENECA,3
1977,"CNTY LINE PHARMS",3
1977,"DELCOR ASSET CORP",3
1977,"IVAX SUB TEVA PHARMS",3
1977,"KING PHARMS",3
1977,LEDERLE,3
1977,"MERCK SHARP DOHME",3
1977,PHARMERAL,3
1977,SHIRE,3
1977,"SUN PHARM INDS",3
1977,"UCB INC",3
1977,"VALEANT INTL",3
1977,"WYETH PHARMS",3
1977,"ANI PHARMS",2
1977,"ASPEN GLOBAL INC",2
1977,ATON,2
1977,"BAYER HLTHCARE",2
1977,"CLONMEL HLTHCARE",2
1977,"CLOVER PHARMS",2
1977,"CONCORDIA PHARMS INC",2
1977,DISTA,2
1977,"EUROHLTH INTL SARL",2
1977,"IMPAX LABS",2
1977,"ISO TEX",2
1977,LILLY,2
1977,"MALLINCKRODT INC",2
1977,"NEW RIVER",2
1977,"OAK PHARMS AKORN",2
1977,"ORTHO MCNEIL JANSSEN",2
1977,PANRAY,2
1977,"PAR STERILE PRODUCTS",2
1977,"PHARM RES ASSOC",2
1977,"SCHERING PLOUGH",2
1977,"SEBELA IRELAND LTD",2
1977,TEVA,2
1977,"TEVA WOMENS",2
1977,"US PHARM HOLDINGS",2
1977,"VALEANT PHARMS LLC",2
1977,"WYETH PHARMS INC",2
1977,"AAIPHARMA LLC",1
1977,ABBVIE,1
1977,"AH ROBINS INC",1
1977,"AKRIMAX PHARMS",1
1977,"ALCON LABS INC",1
1977,"ALVOGEN MALTA",1
1977,ALZA,1
1977,ANABOLIC,1
1977,"ASPEN GLOBAL",1
1977,"AUROLIFE PHARMA LLC",1
1977,BARR,1
1977,"BAYER HEALTHCARE LLC",1
1977,"BRISTOL MYERS",1
1977,CAMALL,1
1977,"CASPER PHARMA LLC",1
1977,CHATTEM,1
1977,"CONTRACT PHARMACAL",1
1977,"CORDEN PHARMA",1
1977,"CYCLE PHARMS LTD",1
1977,"DAVA PHARMS INC",1
1977,"EDISON THERAPS LLC",1
1977,"ELKINS SINN",1
1977,ELORAC,1
1977,"EMCURE PHARMS LTD",1
1977,FRESENIUS,1
1977,"GLAXOSMITHKLINE LLC",1
1977,"GLENMARK GENERICS",1
1977,"HERITAGE PHARMS INC",1
1977,"HIKMA INTL PHARMS",1
1977,"INSIGHT PHARMS",1
1977,"INTL MEDICATION",1
1977,"IROKO PHARMS LLC",1
1977,"JANSSEN R AND D",1
1977,"JANSSEN RES AND DEV",1
1977,"LABORATOIRE HRA",1
1977,"LANTHEUS MEDCL",1
1977,"LEHIGH VALLEY",1
1977,LIEBEL-FLARSHEIM,1
1977,"MALLINCKRODT ARD",1
1977,"MALLINCKRODT LLC",1
1977,"MAST MM",1
1977,"MCNEIL CONSUMER",1
1977,MEDICIS,1
1977,"MEDPOINTE PHARM HLC",1
1977,"MEDTECH PRODUCTS",1
1977,"MERIDIAN MEDCL TECHN",1
1977,"MOLNLYCKE HLTH",1
1977,MYLAN,1
1977,"MYLAN INSTITUTIONAL",1
1977,"NEXGEN PHARMA INC",1
1977,"NOVEN THERAP",1
1977,"OAK PHARMS",1
1977,"ODYSSEY PHARMS",1
1977,"ORGANICS LAGRANGE",1
1977,"ORGANON USA INC",1
1977,"ORTHO MCNEIL",1
1977,"OXFORD PHARMS",1
1977,PELAGIUS,1
1977,"PERRIGO NEW YORK",1
1977,PHARMALUCENCE,1
1977,POLYMEDICA,1
1977,"PRAGMA PHARMS LLC",1
1977,"PROMIUS PHARMA LLC",1
1977,"PVT FORM",1
1977,"R AND S PHARMA",1
1977,"RANBAXY LABS LTD",1
1977,"RECORDATI RARE",1
1977,"REMPEX PHARMS INC",1
1977,"ROBINS AH",1
1977,"SHIONOGI INC",1
1977,"SHIRE LLC",1
1977,"SIGMA TAU",1
1977,"SMITH KLINE & FRENCH",1
1977,SOLVAY,1
1977,"SPECTRUM PHARMS",1
1977,"STANLABS PHARM",1
1977,"STASON PHARMS",1
1977,"STI PHARMA LLC",1
1977,TABLICAPS,1
1977,"TARO PHARMS NORTH",1
1977,"TEVA BRANDED PHARM",1
1977,"TRIAX PHARMS",1
1977,VALEANT,1
1977,"VALEANT BERMUDA",1
1977,"VALEANT PHARMS INC",1
1977,"VALEANT PHARMS NORTH",1
1977,"WEST WARD",1
1977,"WYETH CONS",1
1977,XSPIRE,1
1978,HOSPIRA,43
1978,"BAXTER HLTHCARE",22
1978,"PHARMACIA AND UPJOHN",20
1978,"B BRAUN",19
1978,BRACCO,19
1978,NOVARTIS,17
1978,"SANOFI AVENTIS US",17
1978,LANNETT,16
1978,MERCK,16
1978,"GE HEALTHCARE",15
1978,SANDOZ,15
1978,PFIZER,13
1978,"WYETH AYERST",13
1978,APOTHECON,9
1978,SCHERING,9
1978,"WATSON LABS",9
1978,"FRESENIUS KABI USA",8
1978,"BRISTOL MYERS SQUIBB",7
1978,LEDERLE,7
1978,LILLY,7
1978,MALLINCKRODT,7
1978,PARKEDALE,7
1978,"SUN PHARM INDS",7
1978,"ALLERGAN SALES LLC",6
1978,MYLAN,6
1978,"ACTAVIS LABS UT INC",5
1978,AMBIX,5
1978,APIL,5
1978,"EUROHLTH INTL SARL",5
1978,"GD SEARLE LLC",5
1978,"JANSSEN PHARMS",5
1978,"MERCK SHARP DOHME",5
1978,ROCHE,5
1978,"SEBELA IRELAND LTD",5
1978,"VALEANT PHARM INTL",5
1978,3M,4
1978,ABBVIE,4
1978,ALCON,4
1978,GLAXOSMITHKLINE,4
1978,"LANTHEUS MEDCL",4
1978,"MEDA PHARMS",4
1978,"MEDIMETRIKS PHARMS",4
1978,"MONARCH PHARMS",4
1978,"ORTHO MCNEIL PHARM",4
1978,"PARKE DAVIS",4
1978,"PVT FORM",4
1978,RANBAXY,4
1978,TARO,4
1978,"US PHARM HOLDINGS",4
1978,"VALEANT INTL",4
1978,"WARNER CHILCOTT",4
1978,"WYETH PHARMS INC",4
1978,"XANODYNE PHARM",4
1978,ABBOTT,3
1978,AKORN,3
1978,ALLERGAN,3
1978,"ANI PHARMS INC",3
1978,"AQUA PHARMS",3
1978,ASTRAZENECA,3
1978,ATON,3
1978,"BAXTER HLTHCARE CORP",3
1978,"BAYER HEALTHCARE LLC",3
1978,"BI-COASTAL PHARMA",3
1978,"BOEHRINGER INGELHEIM",3
1978,"CNTY LINE PHARMS",3
1978,"DELCOR ASSET CORP",3
1978,EVERYLIFE,3
1978,"HERITAGE PHARMS INC",3
1978,"KING PHARMS",3
1978,"NEXGEN PHARMA INC",3
1978,"ORTHO MCNEIL JANSSEN",3
1978,"SCHERER LABS",3
1978,"SCHERING PLOUGH",3
1978,SHIRE,3
1978,"UCB INC",3
1978,"AAIPHARMA LLC",2
1978,"ACTAVIS MID ATLANTIC",2
1978,"AKRIMAX PHARMS",2
1978,"AM ANTIBIOTICS",2
1978,"ASPEN GLOBAL INC",2
1978,"AUROLIFE PHARMA LLC",2
1978,"BAYER HLTHCARE",2
1978,BUNDY,2
1978,"CASPER PHARMA LLC",2
1978,"CONCORDIA PHARMS INC",2
1978,"ENDO PHARMS",2
1978,"FACTA FARMA",2
1978,FERRING,2
1978,"FOUGERA PHARMS",2
1978,"ISO TEX",2
1978,LIEBEL-FLARSHEIM,2
1978,"MEDPOINTE PHARM HLC",2
1978,"MERIDIAN MEDCL TECHN",2
1978,"MUTUAL PHARM",2
1978,"MYLAN INSTITUTIONAL",2
1978,"NEW RIVER",2
1978,"ORGANON USA INC",2
1978,"ORTHO MCNEIL",2
1978,PHARMALUCENCE,2
1978,"RANBAXY LABS LTD",2
1978,"RECORDATI RARE",2
1978,ROXANE,2
1978,SOLVAY,2
1978,"TEVA WOMENS",2
1978,"US PHARMS HOLDINGS I",2
1978,"VALEANT PHARMS LLC",2
1978,"WARNER CHILCOTT LLC",2
1978,"X GEN PHARMS",2
1978,"ABC HOLDING",1
1978,"ABRAXIS PHARM",1
1978,ADAPT,1
1978,"AH ROBINS INC",1
1978,"ALCON LABS INC",1
1978,ALLERQUEST,1
1978,"ALPHARMA US PHARMS",1
1978,ALRA,1
1978,"ALVOGEN MALTA",1
1978,ANABOLIC,1
1978,"ANI PHARMS",1
1978,ARBROOK,1
1978,"ARMOUR PHARM",1
1978,"ATNAHS PHARMA US",1
1978,BIOGLAN,1
1978,"BIONPHARMA INC",1
1978,CARACO,1
1978,CHATTEM,1
1978,"CLOVER PHARMS",1
1978,"CORDEN PHARMA",1
1978,COREPHARMA,1
1978,"DAVA PHARMS INC",1
1978,"DAVIS AND GECK",1
1978,DISTA,1
1978,"DOW PHARM",1
1978,"EASTMAN KODAK",1
1978,"ELKINS SINN",1
1978,ELORAC,1
1978,"EMCURE PHARMS LTD",1
1978,"ENDO PHARMS INC",1
1978,"FERRING PHARMS INC",1
1978,FRESENIUS,1
1978,"G AND W LABS",1
1978,"GLAXOSMITHKLINE LLC",1
1978,"GLENMARK GENERICS",1
1978,GLENWOOD,1
1978,GUERBET,1
1978,"HI TECH PHARMA",1
1978,"HOSPIRA INC",1
1978,"HQ SPCLT PHARMA",1
1978,"HRA PHARMA",1
1978,"HUNTINGTON LABS",1
1978,"IGI LABS INC",1
1978,IMMUNEX,1
1978,"INTL MEDICATION",1
1978,"IROKO PHARMS LLC",1
1978,"J AND J CONSUMER INC",1
1978,"JANSSEN RES AND DEV",1
1978,"JUBILANT DRAXIMAGE",1
1978,"MALLINCKRODT ARD",1
1978,"MALLINCKRODT INC",1
1978,"MALLINCKRODT LLC",1
1978,"MALLINKRODT NUCLEAR",1
1978,"MCNEIL CONSUMER",1
1978,MEDICIS,1
1978,"MEDTECH PRODUCTS",1
1978,MERICON,1
1978,"MOLNLYCKE HLTH",1
1978,"NOVEN THERAP",1
1978,"OAK PHARMS AKORN",1
1978,"ODYSSEY PHARMS",1
1978,"ORGANICS LAGRANGE",1
1978,"OXFORD PHARMS",1
1978,PANRAY,1
1978,"PAR STERILE PRODUCTS",1
1978,"PERSONAL PRODS",1
1978,POLYMEDICA,1
1978,"PURDUE FREDERICK",1
1978,"REMPEX PHARMS INC",1
1978,"ROBINS AH",1
1978,"SALIX PHARMS",1
1978,SERONO,1
1978,"SHIRE LLC",1
1978,"SIGMA TAU",1
1978,"SMITH KLINE & FRENCH",1
1978,"SPECTRUM PHARMS",1
1978,"STANLABS PHARM",1
1978,STERLING,1
1978,"STI PHARMA LLC",1
1978,"SUN PHARM INDS LTD",1
1978,"TARO PHARMS NORTH",1
1978,"TEVA BRANDED PHARM",1
1978,"TRIAX PHARMS",1
1978,VALEANT,1
1978,"VALEANT BERMUDA",1
1978,"VALEANT PHARMS INC",1
1978,"VALEANT PHARMS NORTH",1
1978,"VALIDUS PHARMS",1
1978,"WESTWOOD SQUIBB",1
1978,XSPIRE,1
1979,HOSPIRA,37
1979,"BAXTER HLTHCARE",36
1979,MERCK,23
1979,"PHARMACIA AND UPJOHN",23
1979,"SANOFI AVENTIS US",23
1979,"B BRAUN",22
1979,NOVARTIS,22
1979,"GE HEALTHCARE",16
1979,"WATSON LABS",16
1979,LILLY,15
1979,SCHERING,15
1979,GLAXOSMITHKLINE,13
1979,PFIZER,13
1979,"WYETH AYERST",13
1979,APOTHECON,11
1979,BRACCO,11
1979,"FRESENIUS KABI USA",9
1979,ABBVIE,7
1979,"ACTAVIS LABS UT INC",7
1979,ALLERGAN,7
1979,"GD SEARLE LLC",7
1979,ABBOTT,6
1979,"ALLERGAN SALES LLC",6
1979,"BAYER HEALTHCARE LLC",6
1979,"BRISTOL MYERS SQUIBB",6
1979,"JANSSEN PHARMS",6
1979,LEDERLE,6
1979,MALLINCKRODT,6
1979,"VALEANT PHARM INTL",6
1979,ALCON,5
1979,ASTRAZENECA,5
1979,"BOEHRINGER INGELHEIM",5
1979,"ORTHO MCNEIL JANSSEN",5
1979,PARKEDALE,5
1979,ROCHE,5
1979,SANDOZ,5
1979,SHIRE,5
1979,"UCB INC",5
1979,"WYETH PHARMS INC",5
1979,"BAYER HLTHCARE",4
1979,"DELCOR ASSET CORP",4
1979,"ENDO PHARMS",4
1979,"EUROHLTH INTL SARL",4
1979,"MEDA PHARMS",4
1979,"MEDIMETRIKS PHARMS",4
1979,"MONARCH PHARMS",4
1979,"PAR STERILE PRODUCTS",4
1979,RANBAXY,4
1979,TARO,4
1979,"VALEANT INTL",4
1979,"XANODYNE PHARM",4
1979,ASTELLAS,3
1979,ATON,3
1979,"CASPER PHARMA LLC",3
1979,"CNTY LINE PHARMS",3
1979,"KING PHARMS",3
1979,"MALLINKRODT NUCLEAR",3
1979,"MISSION PHARMA",3
1979,"ORTHO MCNEIL PHARM",3
1979,"PARKE DAVIS",3
1979,"PERRIGO NEW YORK",3
1979,ROXANE,3
1979,"SUN PHARM INDS",3
1979,"TEVA BRANDED PHARM",3
1979,"WARNER CHILCOTT",3
1979,3M,2
1979,"AAIPHARMA LLC",2
1979,AKORN,2
1979,"ANI PHARMS INC",2
1979,APIL,2
1979,"CONCORDIA PHARMS INC",2
1979,"DAVA PHARMS INC",2
1979,"DR REDDYS LABS INC",2
1979,FERRING,2
1979,"FOUGERA PHARMS",2
1979,"IMPAX LABS",2
1979,"INTL MEDICATION",2
1979,"ISO TEX",2
1979,JACOBUS,2
1979,"JUBILANT DRAXIMAGE",2
1979,"LANTHEUS MEDCL",2
1979,"MALLINCKRODT INC",2
1979,"MEDPOINTE PHARM HLC",2
1979,"MERCK SHARP DOHME",2
1979,"OAK PHARMS AKORN",2
1979,"ODYSSEY PHARMS",2
1979,"ORTHO MCNEIL",2
1979,PHARMALUCENCE,2
1979,"PRINSTON INC",2
1979,"PROCTER AND GAMBLE",2
1979,"PUREPAC PHARM",2
1979,"RANBAXY LABS LTD",2
1979,"RECORDATI RARE",2
1979,SERONO,2
1979,SOLVAY,2
1979,"US PHARM HOLDINGS",2
1979,"US PHARMS HOLDINGS I",2
1979,VALEANT,2
1979,"VALEANT PHARMS LLC",2
1979,"WARNER CHILCOTT LLC",2
1979,"ABC HOLDING",1
1979,"ABRAXIS PHARM",1
1979,"ACTAVIS ELIZABETH",1
1979,"ACTAVIS MID ATLANTIC",1
1979,ADAPT,1
1979,"AH ROBINS INC",1
1979,"ALPHARMA US PHARMS",1
1979,ALRA,1
1979,"ALVOGEN MALTA",1
1979,ALZA,1
1979,"AMEDRA PHARMS",1
1979,"ANI PHARMS",1
1979,"AQUA PHARMS",1
1979,"ARMOUR PHARM",1
1979,"ASPEN GLOBAL",1
1979,"ASPEN GLOBAL INC",1
1979,"ATNAHS PHARMA US",1
1979,"ATON PHARMA VPNA",1
1979,"AUROLIFE PHARMA LLC",1
1979,"AUXILIUM PHARMS LLC",1
