TherapeuticClass,Drugname,TotalApprovals,ApprovalYear
BP,"CHLORPROMAZINE HYDROCHLORIDE",5,1999
BP,"CHLORPROMAZINE HYDROCHLORIDE",5,2002
BP,DEXAMETHASONE,5,1986
BP,DEXAMETHASONE,5,1989
BP,DEXAMETHASONE,5,1997
AP,"SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",5,1984
AP,"SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",5,1995
AP,"SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",5,1996
AP,"SODIUM FLUORIDE F-18",5,2014
AP,"STERILE WATER FOR INJECTION IN PLASTIC CONTAINER",5,1991
AP,"TOBRAMYCIN SULFATE",5,2002
AP,"VANCOMYCIN HYDROCHLORIDE",5,2000
AP,"VANCOMYCIN HYDROCHLORIDE",5,2012
AP,"ZOLEDRONIC ACID",5,2014
AT,"CLINDAMYCIN PHOSPHATE",5,2001
AT,ERYTHROMYCIN,5,1997
AB,DIAZEPAM,5,2001
AB,DIAZEPAM,5,2002
AB,"DICLOFENAC SODIUM",5,2001
AB,"DOXYCYCLINE HYCLATE",5,1989
AB,"DOXYCYCLINE HYCLATE",5,1999
AB,"DULOXETINE HYDROCHLORIDE",5,2014
AB,"ENALAPRIL MALEATE",5,2000
AB,"ENALAPRIL MALEATE",5,2001
AB,ESTRADIOL,5,2002
AB,ESTROPIPATE,5,1999
AB,ESTROPIPATE,5,2002
AB,ETODOLAC,5,2000
AB,FAMCICLOVIR,5,2011
AB,"FLUPHENAZINE HYDROCHLORIDE",5,1993
AB,"FLUPHENAZINE HYDROCHLORIDE",5,1995
AB,"FLUTICASONE PROPIONATE",5,2004
AB,FUROSEMIDE,5,1986
AB,FUROSEMIDE,5,1994
AB,FUROSEMIDE,5,1996
AB,FUROSEMIDE,5,1998
AB,GABAPENTIN,5,2006
AB,"GALANTAMINE HYDROBROMIDE",5,2008
AB,"GALANTAMINE HYDROBROMIDE",5,2011
AB,GLIMEPIRIDE,5,2005
AB,HALOPERIDOL,5,1986
AB,HYDROCHLOROTHIAZIDE,5,2008
AB,"HYDROXYZINE PAMOATE",5,1996
AB,IBUPROFEN,5,1987
AB,IBUPROFEN,5,1988
AB,"IMIPRAMINE HYDROCHLORIDE",5,2002
AB,INDOMETHACIN,5,1988
AB,INDOMETHACIN,5,1998
AB,LAMIVUDINE,5,2014
AB,LORAZEPAM,5,1997
AB,"MEGESTROL ACETATE",5,2001
AB,"METFORMIN HYDROCHLORIDE",5,2006
AB,"METFORMIN HYDROCHLORIDE",5,2008
AB,METHYLDOPA,5,1990
AB,METHYLDOPA,5,1991
AB,"METHYLPHENIDATE HYDROCHLORIDE",5,1998
AB,"METOCLOPRAMIDE HYDROCHLORIDE",5,1995
AB,"METOCLOPRAMIDE HYDROCHLORIDE",5,1999
AB,"METOCLOPRAMIDE HYDROCHLORIDE",5,2001
AB,"METOPROLOL TARTRATE",5,2000
AB,"METOPROLOL TARTRATE",5,2002
AB,METRONIDAZOLE,5,1985
AB,METRONIDAZOLE,5,2006
AB,"MINOCYCLINE HYDROCHLORIDE",5,1999
AB,"MINOCYCLINE HYDROCHLORIDE",5,2001
AB,"MYCOPHENOLATE MOFETIL",5,2014
AB,NIACIN,5,2014
AB,"NORGESTIMATE AND ETHINYL ESTRADIOL",5,2015
AB,"NORGESTIMATE AND ETHINYL ESTRADIOL",5,2016
AB,"NORTRIPTYLINE HYDROCHLORIDE",5,1993
AB,"NORTRIPTYLINE HYDROCHLORIDE",5,2001
AB,OXCARBAZEPINE,5,2007
AB,"DICLOFENAC SODIUM",4,1998
AB,"DISOPYRAMIDE PHOSPHATE",4,1985
AB,"DISOPYRAMIDE PHOSPHATE",4,1986
AB,"DISOPYRAMIDE PHOSPHATE",4,1988
AB,"DISOPYRAMIDE PHOSPHATE",4,1990
AB,"DISOPYRAMIDE PHOSPHATE",4,1991
AB,"DISOPYRAMIDE PHOSPHATE",4,1992
AB,"DISOPYRAMIDE PHOSPHATE",4,1996
AB,"DISOPYRAMIDE PHOSPHATE",4,1997
AB,"DISOPYRAMIDE PHOSPHATE",4,1999
AB,"DISOPYRAMIDE PHOSPHATE",4,2000
AB,"DISOPYRAMIDE PHOSPHATE",4,2001
AB,"DIVALPROEX SODIUM",4,2011
AB,"DONEPEZIL HYDROCHLORIDE",4,2013
AB,"DOXAZOSIN MESYLATE",4,2002
AB,"DOXEPIN HYDROCHLORIDE",4,1986
AB,"DOXEPIN HYDROCHLORIDE",4,1989
AB,"DOXEPIN HYDROCHLORIDE",4,1993
AB,"DOXEPIN HYDROCHLORIDE",4,1995
AB,"DOXEPIN HYDROCHLORIDE",4,1998
AB,"DOXEPIN HYDROCHLORIDE",4,2000
AB,"DOXYCYCLINE HYCLATE",4,1990
AB,"DOXYCYCLINE HYCLATE",4,1991
AB,"ENALAPRIL MALEATE",4,2002
AB,"ENALAPRIL MALEATE AND HYDROCHLOROTHIAZIDE",4,2001
AB,"ESOMEPRAZOLE MAGNESIUM",4,2015
AB,ESTRADIOL,4,2001
AB,ESTROPIPATE,4,1998
AB,ESZOPICLONE,4,2014
AB,ETODOLAC,4,1998
AB,FINASTERIDE,4,2006
AB,FLUOCINONIDE,4,2014
AB,"FLUPHENAZINE HYDROCHLORIDE",4,1987
AB,"FLUPHENAZINE HYDROCHLORIDE",4,1990
AB,"FLUPHENAZINE HYDROCHLORIDE",4,1994
AB,"FLUPHENAZINE HYDROCHLORIDE",4,1997
AB,"FLUPHENAZINE HYDROCHLORIDE",4,1999
AB,"FLUPHENAZINE HYDROCHLORIDE",4,2001
AB,"FLUVOXAMINE MALEATE",4,2002
AB,FUROSEMIDE,4,1989
AB,FUROSEMIDE,4,1990
AB,FUROSEMIDE,4,1993
AB,FUROSEMIDE,4,2002
AB,GABAPENTIN,4,2011
AB,"GALANTAMINE HYDROBROMIDE",4,2009
AB,GLIPIZIDE,4,1995
AB,GLIPIZIDE,4,2002
AB,"GRANISETRON HYDROCHLORIDE",4,2008
AB,"GUANFACINE HYDROCHLORIDE",4,2002
AB,"GUANFACINE HYDROCHLORIDE",4,2015
AB,"HALOBETASOL PROPIONATE",4,2004
AB,HALOPERIDOL,4,1987
AB,HALOPERIDOL,4,1991
AB,HYDROCHLOROTHIAZIDE,4,1992
AB,HYDROCHLOROTHIAZIDE,4,2002
AB,"HYDROXYZINE HYDROCHLORIDE",4,2014
AB,"HYDROXYZINE PAMOATE",4,1992
AB,"HYDROXYZINE PAMOATE",4,1994
AB,"HYDROXYZINE PAMOATE",4,1995
AB,"HYDROXYZINE PAMOATE",4,2000
AB,"HYDROXYZINE PAMOATE",4,2002
AB,IBUPROFEN,4,1986
AB,IBUPROFEN,4,1998
AB,IBUPROFEN,4,1999
AB,IBUPROFEN,4,2000
AB,"IMIPRAMINE HYDROCHLORIDE",4,1988
AB,"IMIPRAMINE HYDROCHLORIDE",4,1990
AB,"IMIPRAMINE HYDROCHLORIDE",4,1996
AB,INDAPAMIDE,4,1998
AB,INDAPAMIDE,4,2001
AB,INDOMETHACIN,4,1986
AB,INDOMETHACIN,4,1994
AB,INDOMETHACIN,4,1995
AB,INDOMETHACIN,4,1996
AB,INDOMETHACIN,4,2002
AB,INDOMETHACIN,4,2010
AB,IRBESARTAN,4,2015
AB,"ISOSORBIDE DINITRATE",4,1998
AB,"ISOSORBIDE MONONITRATE",4,2001
AB,KETOPROFEN,4,1998
AB,"LABETALOL HYDROCHLORIDE",4,1999
AB,"LABETALOL HYDROCHLORIDE",4,2001
AB,"LABETALOL HYDROCHLORIDE",4,2002
AB,LEFLUNOMIDE,4,2005
AB,"LEUCOVORIN CALCIUM",4,1994
AB,"LEUCOVORIN CALCIUM",4,1997
AB,LEVETIRACETAM,4,2012
AB,LORAZEPAM,4,1990
AB,LOVASTATIN,4,2002
AB,"LOXAPINE SUCCINATE",4,1988
AB,"LOXAPINE SUCCINATE",4,1989
AB,"LOXAPINE SUCCINATE",4,1991
AB,"LOXAPINE SUCCINATE",4,1992
AB,"LOXAPINE SUCCINATE",4,1997
AB,"LOXAPINE SUCCINATE",4,2000
AB,"LOXAPINE SUCCINATE",4,2002
AB,"MEGESTROL ACETATE",4,1998
AB,"METHOTREXATE SODIUM",4,1998
AB,METHYLDOPA,4,1986
AB,METHYLDOPA,4,1987
AB,METHYLDOPA,4,1992
AB,METHYLDOPA,4,1996
AB,METHYLDOPA,4,1997
AB,"METHYLPHENIDATE HYDROCHLORIDE",4,1999
AB,METHYLPREDNISOLONE,4,1997
AB,METHYLPREDNISOLONE,4,1998
AB,"METOCLOPRAMIDE HYDROCHLORIDE",4,1994
AB,"METOCLOPRAMIDE HYDROCHLORIDE",4,1996
AB,"METOPROLOL TARTRATE",4,1999
AB,"METOPROLOL TARTRATE",4,2001
AB,METRONIDAZOLE,4,1989
AB,METRONIDAZOLE,4,1991
AB,METRONIDAZOLE,4,1992
AB,METRONIDAZOLE,4,1993
AB,METRONIDAZOLE,4,1995
AB,METRONIDAZOLE,4,1996
AB,"MINOCYCLINE HYDROCHLORIDE",4,1992
AB,"MINOCYCLINE HYDROCHLORIDE",4,1996
AB,"MINOCYCLINE HYDROCHLORIDE",4,1997
AB,MINOXIDIL,4,1988
AB,MINOXIDIL,4,1993
AB,MINOXIDIL,4,1997
AB,MINOXIDIL,4,2000
AB,"MOMETASONE FUROATE",4,2007
AB,"MONTELUKAST SODIUM",4,2014
AB,"MORPHINE SULFATE",4,2000
AB,"MOXIFLOXACIN HYDROCHLORIDE",4,2014
AB,"MYCOPHENOLATE MOFETIL",4,2008
AB,NADOLOL,4,2000
AB,NAPROXEN,4,1999
AB,NAPROXEN,4,2011
AB,"NAPROXEN SODIUM",4,2007
AB,NARATRIPTAN,4,2010
AB,"NICARDIPINE HYDROCHLORIDE",4,1998
AB,NIFEDIPINE,4,1992
AB,NIFEDIPINE,4,1996
AB,NIFEDIPINE,4,1997
AB,NIFEDIPINE,4,1998
AB,NIFEDIPINE,4,2001
AB,NIZATIDINE,4,2002
AB,"NORETHINDRONE AND ETHINYL ESTRADIOL",4,2015
AB,"NORTRIPTYLINE HYDROCHLORIDE",4,1992
AB,OLANZAPINE,4,2015
AB,OLANZAPINE,4,2016
AB,OXAPROZIN,4,2002
AB,"OXYCODONE HYDROCHLORIDE",4,2015
AB,"OXYMORPHONE HYDROCHLORIDE",4,2013
AB,"OXYMORPHONE HYDROCHLORIDE",4,2014
AB,"PANTOPRAZOLE SODIUM",4,2012
AB,"PAROXETINE HYDROCHLORIDE",4,2007
AB,PERPHENAZINE,4,1988
AB,PERPHENAZINE,4,1990
AB,PERPHENAZINE,4,1991
AB,PERPHENAZINE,4,1995
AB,PERPHENAZINE,4,1999
AB,PERPHENAZINE,4,2001
AB,PERPHENAZINE,4,2002
AB,"POTASSIUM CHLORIDE",4,2016
AB,"PRAMIPEXOLE DIHYDROCHLORIDE",4,2014
AB,"PRAVASTATIN SODIUM",4,2007
AB,"PRAVASTATIN SODIUM",4,2008
AB,PREDNISONE,4,1972
AB,"PROMETHAZINE HYDROCHLORIDE",4,2006
AB,"QUINIDINE SULFATE",4,1997
AB,"QUINIDINE SULFATE",4,2001
AB,"RANITIDINE HYDROCHLORIDE",4,2002
AB,RETIN-A,4,1989
AB,RETIN-A,4,1990
AB,RETIN-A,4,1992
AB,RETIN-A,4,1998
AB,RETIN-A,4,1999
AB,RETIN-A,4,2001
AB,RETIN-A,4,2002
AB,RETIN-A,4,2013
AB,RIBAVIRIN,4,2005
AB,RILUZOLE,4,2013
AB,"RISEDRONATE SODIUM",4,2014
AB,"SELEGILINE HYDROCHLORIDE",4,1998
AB,SPIRONOLACTONE,4,2001
AB,SULINDAC,4,1998
AB,SULINDAC,4,2000
AB,SULINDAC,4,2001
AB,"TAMOXIFEN CITRATE",4,2003
AB,TEMAZEPAM,4,1990
AB,TEMOZOLOMIDE,4,2016
AB,"TERAZOSIN HYDROCHLORIDE",4,2002
AB,THEOPHYLLINE,4,1990
AB,THEOPHYLLINE,4,1992
AB,THEOPHYLLINE,4,1993
AB,THEOPHYLLINE,4,1994
AB,THEOPHYLLINE,4,2001
AB,"TIZANIDINE HYDROCHLORIDE",4,2002
AB,TRANDOLAPRIL,4,2007
AB,"TRAZODONE HYDROCHLORIDE",4,1987
AB,"TRAZODONE HYDROCHLORIDE",4,1993
AB,"TRAZODONE HYDROCHLORIDE",4,1995
AB,"TRIAMTERENE AND HYDROCHLOROTHIAZIDE",4,1992
AB,"TRIAMTERENE AND HYDROCHLOROTHIAZIDE",4,1995
AB,"TRIFLUOPERAZINE HYDROCHLORIDE",4,1981
AB,"TRIFLUOPERAZINE HYDROCHLORIDE",4,1982
AB,"TRIFLUOPERAZINE HYDROCHLORIDE",4,1983
AB,"TRIFLUOPERAZINE HYDROCHLORIDE",4,1984
AB,"TRIFLUOPERAZINE HYDROCHLORIDE",4,1985
AB,"TRIFLUOPERAZINE HYDROCHLORIDE",4,1986
AB,"TRIFLUOPERAZINE HYDROCHLORIDE",4,1987
AB,"TRIFLUOPERAZINE HYDROCHLORIDE",4,1988
AB,"TRIFLUOPERAZINE HYDROCHLORIDE",4,1989
AB,"TRIFLUOPERAZINE HYDROCHLORIDE",4,1992
AB,"TRIFLUOPERAZINE HYDROCHLORIDE",4,1994
AB,"TRIFLUOPERAZINE HYDROCHLORIDE",4,1998
AB,"TRIFLUOPERAZINE HYDROCHLORIDE",4,1999
AB,"TRIFLUOPERAZINE HYDROCHLORIDE",4,2001
AB,"TRIFLUOPERAZINE HYDROCHLORIDE",4,2002
AB,"VANCOMYCIN HYDROCHLORIDE",4,2012
AB,"VERAPAMIL HYDROCHLORIDE",4,2000
AB,ZITHROMAX,4,2002
AB,ZITHROMAX,4,2004
AB,ZITHROMAX,4,2007
AB,ZITHROMAX,4,2009
AB,ZITHROMAX,4,2010
AB,ZITHROMAX,4,2011
AB,ZITHROMAX,4,2012
AB,ZITHROMAX,4,2013
AB,ZITHROMAX,4,2014
AB,ZITHROMAX,4,2016
AB,ZOLMITRIPTAN,4,2014
AB,ZOLMITRIPTAN,4,2015
AB,ZONISAMIDE,4,2005
AB,ZOVIRAX,4,1992
AB,ZOVIRAX,4,1993
AB,ZOVIRAX,4,1996
AB,ZOVIRAX,4,1997
AB,ZOVIRAX,4,2000
AB,ZOVIRAX,4,2001
AB1,FLUOCINONIDE,4,1996
AB1,"METFORMIN HYDROCHLORIDE",4,2004
AB1,MINITRAN,4,1988
AB1,MINITRAN,4,1991
AB1,MINITRAN,4,1992
AB1,MINITRAN,4,1993
AB1,MINITRAN,4,1996
AB1,MINITRAN,4,1998
AB1,MINITRAN,4,1999
AB1,MINITRAN,4,2000
AB1,"SOTALOL HYDROCHLORIDE",4,2000
AB1,"SOTALOL HYDROCHLORIDE",4,2002
AB2,NITROGLYCERIN,4,1998
AB2,NITROGLYCERIN,4,2001
AN,ACETYLCYSTEINE,4,1998
AN,"ALBUTEROL SULFATE AND IPRATROPIUM BROMIDE",4,2007
AN,"CROMOLYN SODIUM",4,2001
AP,"AMMONIA N 13",4,2013
AP,"AMPICILLIN AND SULBACTAM",4,2006
AP,"AMPICILLIN AND SULBACTAM",4,2007
AP,"AMPICILLIN SODIUM",4,2015
AP,ARGATROBAN,4,2014
AP,ARGATROBAN,4,2016
AP,"ASTRAMORPH PF",4,1986
AP,"ASTRAMORPH PF",4,1988
AP,"ASTRAMORPH PF",4,1996
AP,"ASTRAMORPH PF",4,1997
AP,"ASTRAMORPH PF",4,2002
AP,AZITHROMYCIN,4,2009
AP,"IBANDRONATE SODIUM",4,2014
AP,"LEUCOVORIN CALCIUM",4,1998
AP,"LEUCOVORIN CALCIUM PRESERVATIVE FREE",4,2012
AP,"LIDOCAINE HYDROCHLORIDE",4,1984
AP,"LIDOCAINE HYDROCHLORIDE",4,1985
AP,"LIDOCAINE HYDROCHLORIDE",4,1990
AP,"LIDOCAINE HYDROCHLORIDE",4,1991
AP,"LIDOCAINE HYDROCHLORIDE",4,1995
AP,"LIDOCAINE HYDROCHLORIDE",4,2002
AP,"LIDOCAINE HYDROCHLORIDE IN PLASTIC CONTAINER",4,1985
AP,"LIDOCAINE HYDROCHLORIDE IN PLASTIC CONTAINER",4,1988
AP,"LIDOCAINE HYDROCHLORIDE PRESERVATIVE FREE",4,1985
AP,"LIDOCAINE HYDROCHLORIDE PRESERVATIVE FREE",4,1986
AP,"MANNITOL 25%",4,1985
AP,MEROPENEM,4,2016
AP,"MIDAZOLAM HYDROCHLORIDE",4,2001
AP,"MILRINONE LACTATE",4,2002
AP,"MITOXANTRONE HYDROCHLORIDE",4,2006
AP,"NAFCILLIN SODIUM",4,2012
AP,"NALBUPHINE HYDROCHLORIDE",4,1989
AP,"NALBUPHINE HYDROCHLORIDE",4,1990
AP,"NALBUPHINE HYDROCHLORIDE",4,1991
AP,"NALBUPHINE HYDROCHLORIDE",4,1996
AP,"NALBUPHINE HYDROCHLORIDE",4,1997
AP,"NALBUPHINE HYDROCHLORIDE",4,1999
AP,"NALOXONE HYDROCHLORIDE",4,1987
AP,"NITROGLYCERIN IN DEXTROSE 5%",4,1990
AP,"NITROGLYCERIN IN DEXTROSE 5%",4,1995
AP,"NITROGLYCERIN IN DEXTROSE 5%",4,1999
AP,"NITROGLYCERIN IN DEXTROSE 5%",4,2000
AP,"ONDANSETRON HYDROCHLORIDE PRESERVATIVE FREE",4,2013
AP,OXALIPLATIN,4,2012
AP,"POTASSIUM CHLORIDE",4,1992
AA,"ACETAMINOPHEN AND CODEINE PHOSPHATE",4,1985
AA,"ACETAMINOPHEN AND CODEINE PHOSPHATE",4,1986
AA,"ACETAMINOPHEN AND CODEINE PHOSPHATE",4,1994
AA,"ACETAMINOPHEN AND CODEINE PHOSPHATE",4,1997
AA,"ACETAMINOPHEN AND CODEINE PHOSPHATE",4,2002
AA,BENZONATATE,4,2007
AA,"BENZTROPINE MESYLATE",4,2000
AA,"BETHANECHOL CHLORIDE",4,2003
AA,"BETHANECHOL CHLORIDE",4,2005
AA,"BETHANECHOL CHLORIDE",4,2008
AA,"CETIRIZINE HYDROCHLORIDE",4,2008
AA,"CETIRIZINE HYDROCHLORIDE",4,2009
AA,"CIMETIDINE HYDROCHLORIDE",4,1997
AA,"ESCITALOPRAM OXALATE",4,2012
AA,"HYDRALAZINE HYDROCHLORIDE",4,1982
AA,"HYDRALAZINE HYDROCHLORIDE",4,1994
AA,"HYDRALAZINE HYDROCHLORIDE",4,2000
AA,"HYDROCODONE BITARTRATE AND ACETAMINOPHEN",4,2008
AA,ISONIAZID,4,1997
AA,LACTULOSE,4,1996
AA,"MECLIZINE HYDROCHLORIDE",4,1984
AA,"METHADONE HYDROCHLORIDE",4,1999
AA,"METHADONE HYDROCHLORIDE",4,2000
AA,"METHADONE HYDROCHLORIDE",4,2014
AA,METHOCARBAMOL,4,1982
AA,METHOCARBAMOL,4,1987
AA,METHOCARBAMOL,4,1988
AA,METHOCARBAMOL,4,1990
AA,METHOCARBAMOL,4,1998
AA,METHOCARBAMOL,4,1999
AA,METHOCARBAMOL,4,2002
AA,"MORPHINE SULFATE",4,2015
AA,NYSTATIN,4,1993
AA,NYSTATIN,4,1995
AA,NYSTATIN,4,1996
AA,NYSTATIN,4,2001
AA,"OXYCODONE HYDROCHLORIDE",4,2014
AA,"OXYCODONE HYDROCHLORIDE",4,2015
AA,"PHENTERMINE HYDROCHLORIDE",4,1998
AA,"RANITIDINE HYDROCHLORIDE",4,2010
AA,URECHOLINE,4,1986
AA,URECHOLINE,4,1991
AA,URECHOLINE,4,1992
AA,URECHOLINE,4,1994
AA,URECHOLINE,4,1996
AA,URECHOLINE,4,2000
AA,URECHOLINE,4,2001
AB,ACITRETIN,4,2015
AB,ACYCLOVIR,4,1999
AB,ALLOPURINOL,4,2001
AB,ALPRAZOLAM,4,1998
AB,ALPRAZOLAM,4,1999
AB,ALPRAZOLAM,4,2000
AB,ALPRAZOLAM,4,2001
AB,ALPRAZOLAM,4,2002
AB,ALPRAZOLAM,4,2008
AB,"AMITRIPTYLINE HYDROCHLORIDE",4,1989
AB,AMOXICILLIN,4,1997
AB,AMOXICILLIN,4,2005
AB,AMOXICILLIN,4,2006
AB,AMOXIL,4,1998
AB,"ANAGRELIDE HYDROCHLORIDE",4,2005
AB,"ATENOLOL AND CHLORTHALIDONE",4,2001
AB,"ATENOLOL AND CHLORTHALIDONE",4,2002
AB,AZITHROMYCIN,4,2007
AB,AZITHROMYCIN,4,2008
AB,BACLOFEN,4,1998
AB,BACLOFEN,4,1999
AB,BACLOFEN,4,2000
AB,BACLOFEN,4,2001
AB,BACLOFEN,4,2002
AB,"BETAMETHASONE DIPROPIONATE",4,1986
AB,"BETAMETHASONE DIPROPIONATE",4,1989
AB,"BETAMETHASONE DIPROPIONATE",4,2000
AB,"BETAMETHASONE DIPROPIONATE",4,2001
AB,"BETAMETHASONE VALERATE",4,1987
AB,"BETAMETHASONE VALERATE",4,1996
AB,"BUPRENORPHINE HYDROCHLORIDE AND NALOXONE HYDROCHLORIDE",4,2014
AB,"BUSPIRONE HYDROCHLORIDE",4,2001
AB,"CALCIUM ACETATE",4,2015
AB,CAPTOPRIL,4,1999
AB,CARBAMAZEPINE,4,2002
AB,"CARBIDOPA AND LEVODOPA",4,1996
AB,"CARBIDOPA AND LEVODOPA",4,1999
AB,"CHLORDIAZEPOXIDE HYDROCHLORIDE",4,1976
AB,"CHLORDIAZEPOXIDE HYDROCHLORIDE",4,1982
AB,"CHLORDIAZEPOXIDE HYDROCHLORIDE",4,1989
AB,"CHLORDIAZEPOXIDE HYDROCHLORIDE",4,1994
AB,CILOSTAZOL,4,2004
AB,CIMETIDINE,4,1998
AB,"CLINDAMYCIN HYDROCHLORIDE",4,2005
AB,"CLOBETASOL PROPIONATE",4,1997
AB,"CLONIDINE HYDROCHLORIDE",4,1998
AB,"CLOPIDOGREL BISULFATE",4,2014
AB,"CYCLOBENZAPRINE HYDROCHLORIDE",4,2006
AB,"DESIPRAMINE HYDROCHLORIDE",4,1987
AB,"DESIPRAMINE HYDROCHLORIDE",4,1990
AB,DESONIDE,4,1996
AB,"DESVENLAFAXINE SUCCINATE",4,2015
AP,"ROCURONIUM BROMIDE",4,2008
AP,"SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER",4,1989
AP,"SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER",4,1990
AP,"SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER",4,1991
AP,"SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER",4,2002
AP,"SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",4,1982
AP,"SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",4,1988
AP,"SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",4,1993
AP,"SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",4,2014
AP,"SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",4,2015
AP,"STERILE WATER FOR INJECTION IN PLASTIC CONTAINER",4,1984
AP,"STERILE WATER FOR INJECTION IN PLASTIC CONTAINER",4,1985
AP,"STERILE WATER FOR INJECTION IN PLASTIC CONTAINER",4,1988
AP,"STERILE WATER FOR INJECTION IN PLASTIC CONTAINER",4,1989
AP,"STERILE WATER FOR INJECTION IN PLASTIC CONTAINER",4,1990
AP,"STERILE WATER FOR INJECTION IN PLASTIC CONTAINER",4,1992
AP,"STERILE WATER FOR INJECTION IN PLASTIC CONTAINER",4,1998
AP,"STERILE WATER FOR INJECTION IN PLASTIC CONTAINER",4,1999
AP,"STERILE WATER FOR INJECTION IN PLASTIC CONTAINER",4,2000
AP,"STERILE WATER FOR INJECTION IN PLASTIC CONTAINER",4,2001
AP,"STERILE WATER FOR INJECTION IN PLASTIC CONTAINER",4,2002
AP,"TOBRAMYCIN SULFATE",4,1993
AP,"VANCOMYCIN HYDROCHLORIDE",4,1993
AP,"VANCOMYCIN HYDROCHLORIDE",4,1995
AP,"ZOLEDRONIC ACID",4,2015
AT,"DICLOFENAC SODIUM",4,2014
AT,"DICLOFENAC SODIUM",4,2015
AT,"EPINASTINE HYDROCHLORIDE",4,2011
AT,ERYTHROMYCIN,4,1996
AP,"BENDAMUSTINE HYDROCHLORIDE",4,2016
AP,"BUPIVACAINE HYDROCHLORIDE",4,1989
AP,"CEFAZOLIN SODIUM",4,1991
AP,"CEFAZOLIN SODIUM",4,1992
AP,"CEFAZOLIN SODIUM",4,1998
AP,"CEFAZOLIN SODIUM",4,2001
AP,"CEFAZOLIN SODIUM",4,2016
AP,"CEFOTAXIME SODIUM",4,2006
AP,CISPLATIN,4,2000
AP,"CLINDAMYCIN PHOSPHATE",4,1991
AP,"CLINDAMYCIN PHOSPHATE",4,1994
AP,CYTARABINE,4,1990
AP,"DEXTROSE 5% IN PLASTIC CONTAINER",4,1984
AP,"DEXTROSE 5% IN PLASTIC CONTAINER",4,1996
AP,"DEXTROSE 5% IN PLASTIC CONTAINER",4,2000
AP,"DEXTROSE 5% IN PLASTIC CONTAINER",4,2002
AP,"DEXTROSE 5% IN PLASTIC CONTAINER",4,2016
AP,"DEXTROSE 70% IN PLASTIC CONTAINER",4,1991
AP,"DEXTROSE 70% IN PLASTIC CONTAINER",4,1993
AP,"DEXTROSE 70% IN PLASTIC CONTAINER",4,1997
AP,"DEXTROSE 70% IN PLASTIC CONTAINER",4,1999
AP,"DOPAMINE HYDROCHLORIDE",4,1987
AP,"DOPAMINE HYDROCHLORIDE",4,1989
AP,"DOPAMINE HYDROCHLORIDE",4,1992
AP,"DOPAMINE HYDROCHLORIDE",4,1993
AP,"DOPAMINE HYDROCHLORIDE",4,1996
AP,"DOPAMINE HYDROCHLORIDE",4,1998
AP,"DOPAMINE HYDROCHLORIDE",4,2001
AP,"DOXORUBICIN HYDROCHLORIDE",4,1998
AP,"DOXORUBICIN HYDROCHLORIDE",4,2002
AP,FAMOTIDINE,4,2001
AP,"FAMOTIDINE PRESERVATIVE FREE",4,2001
AP,"FLUDARABINE PHOSPHATE",4,2007
AP,"GRANISETRON HYDROCHLORIDE",4,2007
AP,"HEPARIN SODIUM",4,2010
AT,"GENTAMICIN SULFATE",4,1989
AT,"GENTAMICIN SULFATE",4,1993
AT,"GENTAMICIN SULFATE",4,1999
AT,"GENTAMICIN SULFATE",4,2000
AT,HYDROCORTISONE,4,1983
AT,HYDROCORTISONE,4,1984
AT,HYDROCORTISONE,4,1993
AT,HYDROCORTISONE,4,2001
AT,"LACTATED RINGER'S IN PLASTIC CONTAINER",4,2014
AT,"LEVOBUNOLOL HYDROCHLORIDE",4,1996
AT,"LEVOBUNOLOL HYDROCHLORIDE",4,1998
AT,"LEVOBUNOLOL HYDROCHLORIDE",4,1999
AT,"LEVOBUNOLOL HYDROCHLORIDE",4,2000
AT,"LEVOBUNOLOL HYDROCHLORIDE",4,2002
AT,LINDANE,4,1986
AT,LINDANE,4,1987
AT,LINDANE,4,1989
AT,LINDANE,4,1994
AT,NYSTATIN,4,1993
AT,NYSTATIN,4,2000
AT,NYSTATIN,4,2001
AT,"NYSTATIN AND TRIAMCINOLONE ACETONIDE",4,1993
AT,"NYSTATIN AND TRIAMCINOLONE ACETONIDE",4,1996
AT,OFLOXACIN,4,2004
AT,OFLOXACIN,4,2008
AT,"SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",4,1984
AT,"SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",4,1986
AT,"SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",4,1990
AT,"STERILE WATER IN PLASTIC CONTAINER",4,1980
AT,"STERILE WATER IN PLASTIC CONTAINER",4,1981
AT,"STERILE WATER IN PLASTIC CONTAINER",4,1982
